CoDist	DistName	CoDistSch	SchName	Grade	FWNH	MWNH	FAPI	MAPI	FH	MH	FAIA	MAIA	FBNH	MBNH	Female	Male	Total
33-0018	ARAPAHOE PUBLIC SCHOOLS	33-0018-002	ARAPAHOE ELEMENTARY SCHOOL	04	12	12	0	0	0	0	0	0	0	0	12	12	24

33-0018	ARAPAHOE PUBLIC SCHOOLS	33-0018-002	ARAPAHOE ELEMENTARY SCHOOL	05	19	12	0	1	0	1	0	0	0	0	19	14	33

33-0018	ARAPAHOE PUBLIC SCHOOLS	33-0018-002	ARAPAHOE ELEMENTARY SCHOOL	06	13	12	0	0	0	0	0	0	0	0	13	12	25

33-0021	CAMBRIDGE PUBLIC SCHOOLS	33-0021-001	CAMBRIDGE HIGH SCHOOL	09	11	12	0	0	0	0	0	0	0	0	11	12	23

33-0021	CAMBRIDGE PUBLIC SCHOOLS	33-0021-001	CAMBRIDGE HIGH SCHOOL	10	8	12	0	0	0	0	0	1	1	0	9	13	22

33-0021	CAMBRIDGE PUBLIC SCHOOLS	33-0021-001	CAMBRIDGE HIGH SCHOOL	11	12	13	0	0	0	0	0	0	0	0	12	13	25

33-0021	CAMBRIDGE PUBLIC SCHOOLS	33-0021-001	CAMBRIDGE HIGH SCHOOL	12	14	22	0	1	0	0	0	0	0	0	14	23	37

33-0021	CAMBRIDGE PUBLIC SCHOOLS	33-0021-002	CAMBRIDGE ELEMENTARY SCHOOL	K	10	12	0	0	0	0	0	0	0	0	10	12	22

33-0021	CAMBRIDGE PUBLIC SCHOOLS	33-0021-002	CAMBRIDGE ELEMENTARY SCHOOL	01	8	17	0	0	0	1	0	0	0	0	8	18	26

33-0021	CAMBRIDGE PUBLIC SCHOOLS	33-0021-002	CAMBRIDGE ELEMENTARY SCHOOL	02	10	11	0	0	0	0	0	0	0	1	10	12	22

33-0021	CAMBRIDGE PUBLIC SCHOOLS	33-0021-002	CAMBRIDGE ELEMENTARY SCHOOL	03	9	10	0	0	0	0	0	0	0	0	9	10	19

33-0021	CAMBRIDGE PUBLIC SCHOOLS	33-0021-002	CAMBRIDGE ELEMENTARY SCHOOL	04	12	18	0	0	0	0	0	0	0	0	12	18	30

33-0021	CAMBRIDGE PUBLIC SCHOOLS	33-0021-002	CAMBRIDGE ELEMENTARY SCHOOL	05	16	13	0	0	0	0	0	0	0	0	16	13	29

33-0021	CAMBRIDGE PUBLIC SCHOOLS	33-0021-002	CAMBRIDGE ELEMENTARY SCHOOL	06	8	15	0	0	0	0	0	0	0	0	8	15	23

33-0021	CAMBRIDGE PUBLIC SCHOOLS	33-0021-002	CAMBRIDGE ELEMENTARY SCHOOL	07	13	13	0	0	0	0	0	0	0	0	13	13	26

33-0021	CAMBRIDGE PUBLIC SCHOOLS	33-0021-002	CAMBRIDGE ELEMENTARY SCHOOL	08	4	15	0	0	0	0	0	1	0	0	4	16	20

33-0540	SOUTHERN VALLEY SCHOOLS	33-0540-001	SOUTHERN VALLEY JR/SR HIGH	07	15	23	0	0	1	0	0	0	1	0	17	23	40

33-0540	SOUTHERN VALLEY SCHOOLS	33-0540-001	SOUTHERN VALLEY JR/SR HIGH	08	24	23	0	0	1	0	0	0	0	1	25	24	49

33-0540	SOUTHERN VALLEY SCHOOLS	33-0540-001	SOUTHERN VALLEY JR/SR HIGH	09	25	24	0	0	0	3	0	1	0	0	25	28	53

33-0540	SOUTHERN VALLEY SCHOOLS	33-0540-001	SOUTHERN VALLEY JR/SR HIGH	10	14	22	0	0	0	0	0	0	0	0	14	22	36

33-0540	SOUTHERN VALLEY SCHOOLS	33-0540-001	SOUTHERN VALLEY JR/SR HIGH	11	22	9	0	0	0	1	0	0	0	0	22	10	32

33-0540	SOUTHERN VALLEY SCHOOLS	33-0540-001	SOUTHERN VALLEY JR/SR HIGH	12	21	25	0	0	0	1	0	1	0	0	21	27	48

33-0540	SOUTHERN VALLEY SCHOOLS	33-0540-002	SO VALLEY ELEM AT OXFORD	K	2	10	0	0	0	0	1	0	0	0	3	10	13

33-0540	SOUTHERN VALLEY SCHOOLS	33-0540-002	SO VALLEY ELEM AT OXFORD	01	6	10	0	0	0	0	0	0	0	1	6	11	17

33-0540	SOUTHERN VALLEY SCHOOLS	33-0540-002	SO VALLEY ELEM AT OXFORD	02	3	7	0	0	1	0	0	0	0	0	4	7	11

33-0540	SOUTHERN VALLEY SCHOOLS	33-0540-002	SO VALLEY ELEM AT OXFORD	03	10	8	0	0	0	0	0	0	0	0	10	8	18

33-0540	SOUTHERN VALLEY SCHOOLS	33-0540-002	SO VALLEY ELEM AT OXFORD	04	6	8	0	0	0	0	0	0	0	0	6	8	14

33-0540	SOUTHERN VALLEY SCHOOLS	33-0540-002	SO VALLEY ELEM AT OXFORD	05	10	4	0	0	1	0	0	0	0	0	11	4	15

33-0540	SOUTHERN VALLEY SCHOOLS	33-0540-002	SO VALLEY ELEM AT OXFORD	06	10	8	0	1	0	0	0	0	0	0	10	9	19

33-0540	SOUTHERN VALLEY SCHOOLS	33-0540-004	SO VALLEY ELEM AT BEAVER CITY	K	6	2	0	0	0	0	1	0	0	0	7	2	9

33-0540	SOUTHERN VALLEY SCHOOLS	33-0540-004	SO VALLEY ELEM AT BEAVER CITY	01	4	8	0	0	0	0	0	1	0	0	4	9	13

33-0540	SOUTHERN VALLEY SCHOOLS	33-0540-004	SO VALLEY ELEM AT BEAVER CITY	02	3	6	0	0	1	0	0	0	0	0	4	6	10

33-0540	SOUTHERN VALLEY SCHOOLS	33-0540-004	SO VALLEY ELEM AT BEAVER CITY	03	5	2	1	0	0	0	0	0	0	0	6	2	8

33-0540	SOUTHERN VALLEY SCHOOLS	33-0540-004	SO VALLEY ELEM AT BEAVER CITY	04	1	10	0	0	1	0	1	0	0	0	3	10	13

33-0540	SOUTHERN VALLEY SCHOOLS	33-0540-004	SO VALLEY ELEM AT BEAVER CITY	05	5	3	0	0	0	2	0	0	0	0	5	5	10

33-0540	SOUTHERN VALLEY SCHOOLS	33-0540-004	SO VALLEY ELEM AT BEAVER CITY	06	9	8	1	0	0	0	0	0	0	0	10	8	18

33-0540	SOUTHERN VALLEY SCHOOLS	33-0540-006	SO VALLEY ELEM AT ORLEANS	K	2	2	0	0	0	0	0	0	0	0	2	2	4

33-0540	SOUTHERN VALLEY SCHOOLS	33-0540-006	SO VALLEY ELEM AT ORLEANS	01	6	3	0	0	0	0	0	0	0	0	6	3	9

33-0540	SOUTHERN VALLEY SCHOOLS	33-0540-006	SO VALLEY ELEM AT ORLEANS	02	2	6	0	0	0	0	0	0	0	0	2	6	8

33-0540	SOUTHERN VALLEY SCHOOLS	33-0540-006	SO VALLEY ELEM AT ORLEANS	03	1	2	0	0	0	0	1	0	0	0	2	2	4

33-0540	SOUTHERN VALLEY SCHOOLS	33-0540-006	SO VALLEY ELEM AT ORLEANS	04	6	2	0	0	0	0	0	0	0	0	6	2	8

33-0540	SOUTHERN VALLEY SCHOOLS	33-0540-006	SO VALLEY ELEM AT ORLEANS	05	7	3	0	0	0	0	0	0	0	0	7	3	10

33-0540	SOUTHERN VALLEY SCHOOLS	33-0540-006	SO VALLEY ELEM AT ORLEANS	06	6	6	0	0	0	0	0	0	0	0	6	6	12

34-0001	SOUTHERN SCHOOL DIST 1	34-0001-001	SOUTHERN HIGH SCHOOL	07	14	20	0	0	0	1	3	1	0	0	17	22	39

34-0001	SOUTHERN SCHOOL DIST 1	34-0001-001	SOUTHERN HIGH SCHOOL	08	18	18	0	0	0	1	2	0	1	0	21	19	40

34-0001	SOUTHERN SCHOOL DIST 1	34-0001-001	SOUTHERN HIGH SCHOOL	09	21	21	0	0	0	1	0	1	0	0	21	23	44

34-0001	SOUTHERN SCHOOL DIST 1	34-0001-001	SOUTHERN HIGH SCHOOL	10	20	21	0	0	0	0	0	0	0	0	20	21	41

34-0001	SOUTHERN SCHOOL DIST 1	34-0001-001	SOUTHERN HIGH SCHOOL	11	21	17	0	0	0	2	1	0	0	0	22	19	41

34-0001	SOUTHERN SCHOOL DIST 1	34-0001-001	SOUTHERN HIGH SCHOOL	12	18	16	0	0	1	1	1	0	0	0	20	17	37

34-0001	SOUTHERN SCHOOL DIST 1	34-0001-002	SOUTHERN ELEMENTARY SCHOOL	K	16	21	0	0	0	1	1	0	0	1	17	23	40

34-0001	SOUTHERN SCHOOL DIST 1	34-0001-002	SOUTHERN ELEMENTARY SCHOOL	01	16	13	0	0	2	1	2	1	0	0	20	15	35

34-0001	SOUTHERN SCHOOL DIST 1	34-0001-002	SOUTHERN ELEMENTARY SCHOOL	02	17	15	0	0	1	0	0	2	0	0	18	17	35

34-0001	SOUTHERN SCHOOL DIST 1	34-0001-002	SOUTHERN ELEMENTARY SCHOOL	03	12	19	0	0	1	1	2	1	0	0	15	21	36

34-0001	SOUTHERN SCHOOL DIST 1	34-0001-002	SOUTHERN ELEMENTARY SCHOOL	04	17	22	0	0	0	1	2	0	0	0	19	23	42

34-0001	SOUTHERN SCHOOL DIST 1	34-0001-002	SOUTHERN ELEMENTARY SCHOOL	05	19	21	1	0	0	1	1	1	1	0	22	23	45

34-0001	SOUTHERN SCHOOL DIST 1	34-0001-002	SOUTHERN ELEMENTARY SCHOOL	06	9	16	0	1	0	0	2	0	0	0	11	17	28

34-0015	BEATRICE PUBLIC SCHOOLS	34-0015-001	BEATRICE HIGH SCHOOL	09	93	111	1	0	2	2	1	1	4	3	101	117	218

34-0015	BEATRICE PUBLIC SCHOOLS	34-0015-001	BEATRICE HIGH SCHOOL	10	95	97	0	2	1	1	0	1	1	3	97	104	201

34-0015	BEATRICE PUBLIC SCHOOLS	34-0015-001	BEATRICE HIGH SCHOOL	11	94	89	1	1	4	1	1	0	0	1	100	92	192

34-0015	BEATRICE PUBLIC SCHOOLS	34-0015-001	BEATRICE HIGH SCHOOL	12	80	86	0	0	2	0	0	0	2	1	84	87	171

34-0015	BEATRICE PUBLIC SCHOOLS	34-0015-002	BEATRICE MIDDLE SCHOOL	06	91	79	0	0	2	1	1	0	2	0	96	80	176

34-0015	BEATRICE PUBLIC SCHOOLS	34-0015-002	BEATRICE MIDDLE SCHOOL	07	62	105	1	3	0	1	1	0	2	4	66	113	179

34-0015	BEATRICE PUBLIC SCHOOLS	34-0015-002	BEATRICE MIDDLE SCHOOL	08	87	84	1	0	0	3	1	0	2	0	91	87	178

34-0015	BEATRICE PUBLIC SCHOOLS	34-0015-003	CEDAR ELEMENTARY SCHOOL	K	15	20	0	0	0	0	0	1	0	0	15	21	36

34-0015	BEATRICE PUBLIC SCHOOLS	34-0015-003	CEDAR ELEMENTARY SCHOOL	01	17	18	0	0	1	0	0	0	1	0	19	18	37

34-0015	BEATRICE PUBLIC SCHOOLS	34-0015-003	CEDAR ELEMENTARY SCHOOL	02	10	13	0	0	0	0	0	0	0	2	10	15	25

34-0015	BEATRICE PUBLIC SCHOOLS	34-0015-003	CEDAR ELEMENTARY SCHOOL	03	18	17	0	0	0	0	0	0	0	0	18	17	35

34-0015	BEATRICE PUBLIC SCHOOLS	34-0015-003	CEDAR ELEMENTARY SCHOOL	04	11	10	0	0	0	1	0	0	1	1	12	12	24

34-0015	BEATRICE PUBLIC SCHOOLS	34-0015-003	CEDAR ELEMENTARY SCHOOL	05	25	16	0	0	0	0	1	0	0	1	26	17	43

34-0015	BEATRICE PUBLIC SCHOOLS	34-0015-004	LINCOLN ELEMENTARY SCHOOL	K	21	13	0	0	1	0	0	1	0	0	22	14	36

34-0015	BEATRICE PUBLIC SCHOOLS	34-0015-004	LINCOLN ELEMENTARY SCHOOL	01	21	19	0	0	1	0	1	0	0	1	23	20	43

34-0015	BEATRICE PUBLIC SCHOOLS	34-0015-004	LINCOLN ELEMENTARY SCHOOL	02	17	18	0	0	0	0	0	0	0	0	17	18	35

34-0015	BEATRICE PUBLIC SCHOOLS	34-0015-004	LINCOLN ELEMENTARY SCHOOL	03	23	19	1	0	0	0	0	0	0	0	24	19	43

34-0015	BEATRICE PUBLIC SCHOOLS	34-0015-004	LINCOLN ELEMENTARY SCHOOL	04	17	17	0	0	0	0	0	0	0	0	17	17	34

34-0015	BEATRICE PUBLIC SCHOOLS	34-0015-004	LINCOLN ELEMENTARY SCHOOL	05	14	17	1	0	0	0	0	0	1	0	16	17	33

34-0015	BEATRICE PUBLIC SCHOOLS	34-0015-005	STODDARD ELEMENTARY SCHOOL	K	21	21	0	1	0	0	0	0	0	0	21	22	43

34-0015	BEATRICE PUBLIC SCHOOLS	34-0015-005	STODDARD ELEMENTARY SCHOOL	01	13	15	0	0	1	2	0	0	0	1	14	18	32

34-0015	BEATRICE PUBLIC SCHOOLS	34-0015-005	STODDARD ELEMENTARY SCHOOL	02	18	14	0	0	1	2	0	0	0	0	19	16	35

34-0015	BEATRICE PUBLIC SCHOOLS	34-0015-005	STODDARD ELEMENTARY SCHOOL	03	18	11	0	0	4	2	0	0	0	0	22	13	35

34-0015	BEATRICE PUBLIC SCHOOLS	34-0015-005	STODDARD ELEMENTARY SCHOOL	04	16	19	0	0	2	0	0	1	0	0	18	20	38

34-0015	BEATRICE PUBLIC SCHOOLS	34-0015-005	STODDARD ELEMENTARY SCHOOL	05	15	17	0	0	0	1	0	0	1	0	16	18	34

34-0015	BEATRICE PUBLIC SCHOOLS	34-0015-006	PADDOCK LANE SCHOOL	PK	12	27	0	0	0	0	0	0	0	0	12	27	39

34-0015	BEATRICE PUBLIC SCHOOLS	34-0015-006	PADDOCK LANE SCHOOL	K	22	18	1	1	1	0	0	0	0	0	24	19	43

34-0015	BEATRICE PUBLIC SCHOOLS	34-0015-006	PADDOCK LANE SCHOOL	01	26	26	0	0	0	2	0	0	0	0	26	28	54

34-0015	BEATRICE PUBLIC SCHOOLS	34-0015-006	PADDOCK LANE SCHOOL	02	18	22	0	0	0	0	0	1	0	0	18	23	41

34-0015	BEATRICE PUBLIC SCHOOLS	34-0015-006	PADDOCK LANE SCHOOL	03	21	22	0	0	0	1	1	0	1	0	23	23	46

34-0015	BEATRICE PUBLIC SCHOOLS	34-0015-006	PADDOCK LANE SCHOOL	04	19	16	0	0	0	0	1	0	0	0	20	16	36

34-0015	BEATRICE PUBLIC SCHOOLS	34-0015-006	PADDOCK LANE SCHOOL	05	20	23	0	0	0	0	0	1	0	0	20	24	44

34-0034	FREEMAN PUBLIC SCHOOLS	34-0034-001	FREEMAN HIGH SCHOOL	07	8	17	0	0	0	0	0	0	0	0	8	17	25

34-0034	FREEMAN PUBLIC SCHOOLS	34-0034-001	FREEMAN HIGH SCHOOL	08	19	10	0	0	0	0	0	0	0	0	19	10	29

34-0034	FREEMAN PUBLIC SCHOOLS	34-0034-001	FREEMAN HIGH SCHOOL	09	9	6	0	0	0	0	0	0	0	0	9	6	15

34-0034	FREEMAN PUBLIC SCHOOLS	34-0034-001	FREEMAN HIGH SCHOOL	10	12	11	0	0	0	0	0	0	0	0	12	11	23

34-0034	FREEMAN PUBLIC SCHOOLS	34-0034-001	FREEMAN HIGH SCHOOL	11	9	11	0	0	1	1	0	0	0	0	10	12	22

34-0034	FREEMAN PUBLIC SCHOOLS	34-0034-001	FREEMAN HIGH SCHOOL	12	17	7	0	0	0	0	0	0	0	0	17	7	24

34-0034	FREEMAN PUBLIC SCHOOLS	34-0034-002	FREEMAN ELEMENTARY-ADAMS	K	13	12	0	0	0	0	0	0	0	0	13	12	25

34-0034	FREEMAN PUBLIC SCHOOLS	34-0034-002	FREEMAN ELEMENTARY-ADAMS	01	12	10	0	0	0	0	0	0	0	0	12	10	22

34-0034	FREEMAN PUBLIC SCHOOLS	34-0034-002	FREEMAN ELEMENTARY-ADAMS	02	8	8	0	0	1	0	0	0	0	0	9	8	17

34-0034	FREEMAN PUBLIC SCHOOLS	34-0034-002	FREEMAN ELEMENTARY-ADAMS	03	19	14	0	0	0	0	0	0	0	0	19	14	33

34-0034	FREEMAN PUBLIC SCHOOLS	34-0034-002	FREEMAN ELEMENTARY-ADAMS	04	13	11	0	0	1	0	0	0	0	0	14	11	25

34-0034	FREEMAN PUBLIC SCHOOLS	34-0034-002	FREEMAN ELEMENTARY-ADAMS	05	11	11	0	0	0	0	0	0	0	0	11	11	22

34-0034	FREEMAN PUBLIC SCHOOLS	34-0034-002	FREEMAN ELEMENTARY-ADAMS	06	11	11	0	0	0	0	0	1	0	0	11	12	23

34-0100	DILLER-ODELL PUBLIC SCHOOLS	34-0100-001	DILLER-ODELL SECONDARY SCHOOL	07	10	8	0	0	0	0	0	0	0	0	10	8	18

34-0100	DILLER-ODELL PUBLIC SCHOOLS	34-0100-001	DILLER-ODELL SECONDARY SCHOOL	08	12	20	0	0	0	0	1	0	0	0	13	20	33

34-0100	DILLER-ODELL PUBLIC SCHOOLS	34-0100-001	DILLER-ODELL SECONDARY SCHOOL	09	8	20	0	0	0	0	0	0	0	0	8	20	28

34-0100	DILLER-ODELL PUBLIC SCHOOLS	34-0100-001	DILLER-ODELL SECONDARY SCHOOL	10	10	17	0	0	0	0	0	0	0	0	10	17	27

34-0100	DILLER-ODELL PUBLIC SCHOOLS	34-0100-001	DILLER-ODELL SECONDARY SCHOOL	11	13	10	0	0	0	1	0	0	0	0	13	11	24

34-0100	DILLER-ODELL PUBLIC SCHOOLS	34-0100-001	DILLER-ODELL SECONDARY SCHOOL	12	14	11	1	0	0	0	0	0	0	0	15	11	26

34-0100	DILLER-ODELL PUBLIC SCHOOLS	34-0100-002	DILLER-ODELL ELEM SCHOOL	K	3	9	0	0	0	0	0	0	0	0	3	9	12

34-0100	DILLER-ODELL PUBLIC SCHOOLS	34-0100-002	DILLER-ODELL ELEM SCHOOL	01	6	10	0	0	0	0	0	0	0	0	6	10	16

34-0100	DILLER-ODELL PUBLIC SCHOOLS	34-0100-002	DILLER-ODELL ELEM SCHOOL	02	12	6	0	0	0	0	0	0	0	0	12	6	18

34-0100	DILLER-ODELL PUBLIC SCHOOLS	34-0100-002	DILLER-ODELL ELEM SCHOOL	03	12	16	0	0	0	0	0	0	0	0	12	16	28

34-0100	DILLER-ODELL PUBLIC SCHOOLS	34-0100-002	DILLER-ODELL ELEM SCHOOL	04	4	11	0	1	0	0	1	0	0	0	5	12	17

34-0100	DILLER-ODELL PUBLIC SCHOOLS	34-0100-002	DILLER-ODELL ELEM SCHOOL	05	12	8	0	0	0	0	0	0	0	0	12	8	20

34-0100	DILLER-ODELL PUBLIC SCHOOLS	34-0100-002	DILLER-ODELL ELEM SCHOOL	06	7	13	0	0	0	0	0	0	0	0	7	13	20

34-0701	ST JOSEPH ELEMENTARY SCHOOL	34-0701-001	ST JOSEPH ELEMENTARY SCHOOL	PK	4	3	0	0	0	0	0	0	0	0	4	3	7

34-0701	ST JOSEPH ELEMENTARY SCHOOL	34-0701-001	ST JOSEPH ELEMENTARY SCHOOL	K	5	1	1	0	0	0	0	0	0	0	6	1	7

34-0701	ST JOSEPH ELEMENTARY SCHOOL	34-0701-001	ST JOSEPH ELEMENTARY SCHOOL	01	4	7	0	0	0	0	0	0	0	0	4	7	11

34-0701	ST JOSEPH ELEMENTARY SCHOOL	34-0701-001	ST JOSEPH ELEMENTARY SCHOOL	02	2	3	0	0	0	0	0	0	0	0	2	3	5

34-0701	ST JOSEPH ELEMENTARY SCHOOL	34-0701-001	ST JOSEPH ELEMENTARY SCHOOL	03	8	2	0	0	0	0	0	0	0	0	8	2	10

34-0701	ST JOSEPH ELEMENTARY SCHOOL	34-0701-001	ST JOSEPH ELEMENTARY SCHOOL	04	3	2	0	0	0	0	0	0	0	0	3	2	5

34-0701	ST JOSEPH ELEMENTARY SCHOOL	34-0701-001	ST JOSEPH ELEMENTARY SCHOOL	05	4	3	0	0	0	0	0	0	0	0	4	3	7

34-0701	ST JOSEPH ELEMENTARY SCHOOL	34-0701-001	ST JOSEPH ELEMENTARY SCHOOL	06	3	5	0	0	0	0	0	0	0	0	3	5	8

34-0702	ST PAUL'S LUTHERAN ELEM SCHOOL	34-0702-001	ST PAUL'S LUTHERAN ELEM SCHOOL	PK	22	15	0	0	0	0	0	0	0	0	22	15	37

34-0702	ST PAUL'S LUTHERAN ELEM SCHOOL	34-0702-001	ST PAUL'S LUTHERAN ELEM SCHOOL	K	7	11	0	0	0	0	0	0	0	0	7	11	18

34-0702	ST PAUL'S LUTHERAN ELEM SCHOOL	34-0702-001	ST PAUL'S LUTHERAN ELEM SCHOOL	01	8	7	0	0	0	0	0	0	0	0	8	7	15

34-0702	ST PAUL'S LUTHERAN ELEM SCHOOL	34-0702-001	ST PAUL'S LUTHERAN ELEM SCHOOL	02	12	10	0	0	0	0	0	0	0	0	12	10	22

34-0702	ST PAUL'S LUTHERAN ELEM SCHOOL	34-0702-001	ST PAUL'S LUTHERAN ELEM SCHOOL	03	7	11	0	0	0	0	0	0	0	0	7	11	18

34-0702	ST PAUL'S LUTHERAN ELEM SCHOOL	34-0702-001	ST PAUL'S LUTHERAN ELEM SCHOOL	04	7	5	0	0	0	0	0	0	0	0	7	5	12

34-0702	ST PAUL'S LUTHERAN ELEM SCHOOL	34-0702-001	ST PAUL'S LUTHERAN ELEM SCHOOL	05	8	11	0	0	0	0	0	0	0	0	8	11	19

34-0706	ZION LUTHERAN EVANG ELEM SCH	34-0706-001	ZION LUTHERAN EVANG ELEM SCH	01	0	1	0	0	0	0	0	0	0	0	0	1	1

34-0706	ZION LUTHERAN EVANG ELEM SCH	34-0706-001	ZION LUTHERAN EVANG ELEM SCH	02	1	0	0	0	0	0	0	0	0	1	1	1	2

34-0706	ZION LUTHERAN EVANG ELEM SCH	34-0706-001	ZION LUTHERAN EVANG ELEM SCH	03	2	0	0	0	0	0	0	0	0	0	2	0	2

34-0706	ZION LUTHERAN EVANG ELEM SCH	34-0706-001	ZION LUTHERAN EVANG ELEM SCH	04	1	0	0	0	0	0	0	0	0	0	1	0	1

34-0706	ZION LUTHERAN EVANG ELEM SCH	34-0706-001	ZION LUTHERAN EVANG ELEM SCH	05	1	1	0	0	0	0	0	0	0	0	1	1	2

34-0706	ZION LUTHERAN EVANG ELEM SCH	34-0706-001	ZION LUTHERAN EVANG ELEM SCH	07	1	0	0	0	0	0	0	0	0	1	1	1	2

34-0706	ZION LUTHERAN EVANG ELEM SCH	34-0706-001	ZION LUTHERAN EVANG ELEM SCH	08	0	1	0	0	0	0	0	0	0	0	0	1	1

35-0001	GARDEN COUNTY HIGH SCHOOL	35-0001-001	GARDEN COUNTY HIGH SCHOOL	09	17	20	0	0	0	0	0	0	0	0	17	20	37

35-0001	GARDEN COUNTY HIGH SCHOOL	35-0001-001	GARDEN COUNTY HIGH SCHOOL	10	13	11	0	0	0	1	0	0	1	0	14	12	26

35-0001	GARDEN COUNTY HIGH SCHOOL	35-0001-001	GARDEN COUNTY HIGH SCHOOL	11	14	16	0	0	0	0	0	0	0	1	14	17	31

35-0001	GARDEN COUNTY HIGH SCHOOL	35-0001-001	GARDEN COUNTY HIGH SCHOOL	12	22	18	0	0	0	0	0	0	0	0	22	18	40

35-0033	WELL VALLEY PUBLIC SCHOOL	35-0033-001	WELL VALLEY PUBLIC SCHOOL	K	0	2	0	0	0	0	0	0	0	0	0	2	2

35-0033	WELL VALLEY PUBLIC SCHOOL	35-0033-001	WELL VALLEY PUBLIC SCHOOL	02	1	1	0	0	0	0	0	0	0	0	1	1	2

35-0033	WELL VALLEY PUBLIC SCHOOL	35-0033-001	WELL VALLEY PUBLIC SCHOOL	03	0	1	0	0	0	0	0	0	0	0	0	1	1

35-0033	WELL VALLEY PUBLIC SCHOOL	35-0033-001	WELL VALLEY PUBLIC SCHOOL	04	0	1	0	0	0	0	0	0	0	0	0	1	1

35-0033	WELL VALLEY PUBLIC SCHOOL	35-0033-001	WELL VALLEY PUBLIC SCHOOL	07	1	1	0	0	0	0	0	0	0	0	1	1	2

35-0044	LEWELLEN PUBLIC SCHOOL	35-0044-001	LEWELLEN PUBLIC SCHOOL	K	3	0	0	0	0	0	0	0	0	0	3	0	3

35-0044	LEWELLEN PUBLIC SCHOOL	35-0044-001	LEWELLEN PUBLIC SCHOOL	01	5	2	0	0	0	0	0	0	0	0	5	2	7

35-0044	LEWELLEN PUBLIC SCHOOL	35-0044-001	LEWELLEN PUBLIC SCHOOL	02	2	6	0	0	0	0	0	0	0	0	2	6	8

35-0044	LEWELLEN PUBLIC SCHOOL	35-0044-001	LEWELLEN PUBLIC SCHOOL	03	3	3	0	0	0	0	0	0	0	0	3	3	6

35-0044	LEWELLEN PUBLIC SCHOOL	35-0044-001	LEWELLEN PUBLIC SCHOOL	04	3	4	0	0	0	0	0	0	0	1	3	5	8

35-0044	LEWELLEN PUBLIC SCHOOL	35-0044-001	LEWELLEN PUBLIC SCHOOL	05	4	3	0	0	0	0	0	0	0	0	4	3	7

35-0044	LEWELLEN PUBLIC SCHOOL	35-0044-001	LEWELLEN PUBLIC SCHOOL	06	2	2	0	0	0	0	0	0	0	0	2	2	4

35-0044	LEWELLEN PUBLIC SCHOOL	35-0044-001	LEWELLEN PUBLIC SCHOOL	07	5	4	0	0	0	0	0	0	0	1	5	5	10

35-0044	LEWELLEN PUBLIC SCHOOL	35-0044-001	LEWELLEN PUBLIC SCHOOL	08	1	1	0	0	0	0	0	0	0	0	1	1	2

35-0131	OSHKOSH ELEMENTARY SCHOOL	35-0131-001	OSHKOSH ELEMENTARY SCHOOL	K	3	4	1	0	0	0	0	0	0	0	4	4	8

35-0131	OSHKOSH ELEMENTARY SCHOOL	35-0131-001	OSHKOSH ELEMENTARY SCHOOL	01	3	2	0	0	0	1	0	0	0	0	3	3	6

35-0131	OSHKOSH ELEMENTARY SCHOOL	35-0131-001	OSHKOSH ELEMENTARY SCHOOL	02	4	11	0	1	0	0	0	0	0	0	4	12	16

35-0131	OSHKOSH ELEMENTARY SCHOOL	35-0131-001	OSHKOSH ELEMENTARY SCHOOL	03	5	3	0	0	0	1	1	0	0	0	6	4	10

35-0131	OSHKOSH ELEMENTARY SCHOOL	35-0131-001	OSHKOSH ELEMENTARY SCHOOL	04	5	9	0	0	0	0	0	0	0	0	5	9	14

35-0131	OSHKOSH ELEMENTARY SCHOOL	35-0131-001	OSHKOSH ELEMENTARY SCHOOL	05	5	6	0	0	0	1	0	0	0	0	5	7	12

35-0131	OSHKOSH ELEMENTARY SCHOOL	35-0131-001	OSHKOSH ELEMENTARY SCHOOL	06	7	6	0	0	0	0	0	0	0	0	7	6	13

35-0131	OSHKOSH ELEMENTARY SCHOOL	35-0131-001	OSHKOSH ELEMENTARY SCHOOL	07	6	12	0	0	1	1	1	0	0	0	8	13	21

35-0131	OSHKOSH ELEMENTARY SCHOOL	35-0131-001	OSHKOSH ELEMENTARY SCHOOL	08	8	11	0	0	0	0	1	0	0	0	9	11	20

35-0553	LISCO PUBLIC SCHOOL	35-0553-001	LISCO PUBLIC SCHOOL	K	1	0	0	0	0	0	0	0	0	0	1	0	1

35-0553	LISCO PUBLIC SCHOOL	35-0553-001	LISCO PUBLIC SCHOOL	01	0	2	0	0	1	0	0	0	0	0	1	2	3

35-0553	LISCO PUBLIC SCHOOL	35-0553-001	LISCO PUBLIC SCHOOL	02	1	2	0	0	0	0	0	0	0	0	1	2	3

35-0553	LISCO PUBLIC SCHOOL	35-0553-001	LISCO PUBLIC SCHOOL	03	2	0	0	0	0	0	0	0	0	0	2	0	2

35-0553	LISCO PUBLIC SCHOOL	35-0553-001	LISCO PUBLIC SCHOOL	04	0	3	0	0	1	0	0	0	0	0	1	3	4

