CoDist	DistName	CoDistSch	SchName	Grade	FWNH	MWNH	FAPI	MAPI	FH	MH	FAIA	MAIA	FBNH	MBNH	Female	Male	Total

28-0790	MONTESSORI PARENT'S CO-OP	28-0790-001	MONTESSORI PARENT'S CO-OP	01	3	2	0	0	0	0	0	0	0	0	3	2	5

28-0790	MONTESSORI PARENT'S CO-OP	28-0790-001	MONTESSORI PARENT'S CO-OP	02	1	4	0	0	0	0	0	0	0	0	1	4	5

28-0790	MONTESSORI PARENT'S CO-OP	28-0790-001	MONTESSORI PARENT'S CO-OP	03	0	3	0	0	0	0	0	0	0	0	0	3	3

28-0790	MONTESSORI PARENT'S CO-OP	28-0790-001	MONTESSORI PARENT'S CO-OP	04	3	0	0	0	0	0	0	0	0	1	3	1	4

28-0790	MONTESSORI PARENT'S CO-OP	28-0790-001	MONTESSORI PARENT'S CO-OP	06	1	1	0	0	0	0	0	0	0	0	1	1	2

28-0791	ST WENCESLAUS SCHOOL	28-0791-001	ST WENCESLAUS SCHOOL	K	41	51	0	1	0	0	0	0	0	0	41	52	93

28-0791	ST WENCESLAUS SCHOOL	28-0791-001	ST WENCESLAUS SCHOOL	01	39	51	1	3	0	0	0	0	0	0	40	54	94

28-0791	ST WENCESLAUS SCHOOL	28-0791-001	ST WENCESLAUS SCHOOL	02	59	37	0	0	0	0	0	0	0	0	59	37	96

28-0791	ST WENCESLAUS SCHOOL	28-0791-001	ST WENCESLAUS SCHOOL	03	46	48	1	0	0	0	0	0	0	0	47	48	95

28-0791	ST WENCESLAUS SCHOOL	28-0791-001	ST WENCESLAUS SCHOOL	04	49	42	2	0	0	2	0	0	0	0	51	44	95

28-0791	ST WENCESLAUS SCHOOL	28-0791-001	ST WENCESLAUS SCHOOL	05	54	37	1	1	0	0	0	1	0	0	55	39	94

28-0791	ST WENCESLAUS SCHOOL	28-0791-001	ST WENCESLAUS SCHOOL	06	47	37	0	0	1	2	0	0	1	0	49	39	88

28-0791	ST WENCESLAUS SCHOOL	28-0791-001	ST WENCESLAUS SCHOOL	07	47	45	1	1	0	0	0	0	0	0	48	46	94

28-0791	ST WENCESLAUS SCHOOL	28-0791-001	ST WENCESLAUS SCHOOL	08	43	46	0	0	1	1	0	1	0	0	44	48	92

28-0792	OMAHA 2000 EARLY CHILDHOOD CTR	28-0792-001	OMAHA 2000 EARLY CHILDHOOD CTR	PK	4	1	0	0	0	0	0	0	0	1	4	2	6

28-0792	OMAHA 2000 EARLY CHILDHOOD CTR	28-0792-001	OMAHA 2000 EARLY CHILDHOOD CTR	K	1	3	0	0	1	0	0	0	0	0	2	3	5

29-0117	DUNDY COUNTY PUBLIC SCHOOLS	29-0117-001	DUNDY COUNTY HIGH SCHOOL	07	4	11	0	0	0	0	0	0	0	0	4	11	15

29-0117	DUNDY COUNTY PUBLIC SCHOOLS	29-0117-001	DUNDY COUNTY HIGH SCHOOL	08	12	15	0	0	1	2	0	0	0	0	13	17	30

29-0117	DUNDY COUNTY PUBLIC SCHOOLS	29-0117-001	DUNDY COUNTY HIGH SCHOOL	09	12	11	0	0	0	1	0	0	0	0	12	12	24

29-0117	DUNDY COUNTY PUBLIC SCHOOLS	29-0117-001	DUNDY COUNTY HIGH SCHOOL	10	11	8	0	0	0	2	0	0	0	0	11	10	21

29-0117	DUNDY COUNTY PUBLIC SCHOOLS	29-0117-001	DUNDY COUNTY HIGH SCHOOL	11	12	13	0	0	1	0	0	0	0	0	13	13	26

29-0117	DUNDY COUNTY PUBLIC SCHOOLS	29-0117-001	DUNDY COUNTY HIGH SCHOOL	12	12	18	0	0	0	0	0	0	0	0	12	18	30

29-0117	DUNDY COUNTY PUBLIC SCHOOLS	29-0117-002	BENKELMAN ELEMENTARY SCHOOL	K	8	10	0	0	1	0	0	0	0	0	9	10	19

29-0117	DUNDY COUNTY PUBLIC SCHOOLS	29-0117-002	BENKELMAN ELEMENTARY SCHOOL	01	8	8	0	0	1	1	0	0	0	0	9	9	18

29-0117	DUNDY COUNTY PUBLIC SCHOOLS	29-0117-002	BENKELMAN ELEMENTARY SCHOOL	02	9	11	0	0	0	1	1	0	0	0	10	12	22

29-0117	DUNDY COUNTY PUBLIC SCHOOLS	29-0117-002	BENKELMAN ELEMENTARY SCHOOL	03	9	11	0	0	0	1	0	0	0	0	9	12	21

29-0117	DUNDY COUNTY PUBLIC SCHOOLS	29-0117-002	BENKELMAN ELEMENTARY SCHOOL	04	7	11	0	0	0	0	2	0	0	0	9	11	20

29-0117	DUNDY COUNTY PUBLIC SCHOOLS	29-0117-002	BENKELMAN ELEMENTARY SCHOOL	05	16	6	0	0	1	0	0	0	1	0	18	6	24

29-0117	DUNDY COUNTY PUBLIC SCHOOLS	29-0117-002	BENKELMAN ELEMENTARY SCHOOL	06	9	10	0	0	1	1	0	1	0	0	10	12	22

29-0117	DUNDY COUNTY PUBLIC SCHOOLS	29-0117-003	HAIGLER ELEMENTARY SCHOOL	K	1	5	0	0	0	1	0	0	0	0	1	6	7

29-0117	DUNDY COUNTY PUBLIC SCHOOLS	29-0117-003	HAIGLER ELEMENTARY SCHOOL	01	3	1	0	0	1	0	0	0	0	0	4	1	5

29-0117	DUNDY COUNTY PUBLIC SCHOOLS	29-0117-003	HAIGLER ELEMENTARY SCHOOL	02	4	1	0	0	0	0	0	0	0	0	4	1	5

29-0117	DUNDY COUNTY PUBLIC SCHOOLS	29-0117-003	HAIGLER ELEMENTARY SCHOOL	03	3	3	0	0	0	3	0	0	0	0	3	6	9

29-0117	DUNDY COUNTY PUBLIC SCHOOLS	29-0117-003	HAIGLER ELEMENTARY SCHOOL	04	1	2	0	0	2	0	0	0	0	0	3	2	5

29-0117	DUNDY COUNTY PUBLIC SCHOOLS	29-0117-003	HAIGLER ELEMENTARY SCHOOL	05	1	0	0	0	2	0	0	0	0	0	3	0	3

29-0117	DUNDY COUNTY PUBLIC SCHOOLS	29-0117-003	HAIGLER ELEMENTARY SCHOOL	06	3	0	0	0	4	0	0	0	0	0	7	0	7

30-0001	EXETER-MILLIGAN PUBLIC SCHOOLS	30-0001-001	EXETER-MILLIGAN HIGH SCHOOL	07	17	10	0	0	0	1	0	0	0	0	17	11	28

30-0001	EXETER-MILLIGAN PUBLIC SCHOOLS	30-0001-001	EXETER-MILLIGAN HIGH SCHOOL	08	11	17	0	0	0	0	0	0	0	0	11	17	28

30-0001	EXETER-MILLIGAN PUBLIC SCHOOLS	30-0001-001	EXETER-MILLIGAN HIGH SCHOOL	09	16	13	0	0	1	0	0	0	0	0	17	13	30

30-0001	EXETER-MILLIGAN PUBLIC SCHOOLS	30-0001-001	EXETER-MILLIGAN HIGH SCHOOL	10	15	11	0	0	0	0	0	0	0	0	15	11	26

30-0001	EXETER-MILLIGAN PUBLIC SCHOOLS	30-0001-001	EXETER-MILLIGAN HIGH SCHOOL	11	15	12	0	0	0	0	0	0	0	0	15	12	27

30-0001	EXETER-MILLIGAN PUBLIC SCHOOLS	30-0001-001	EXETER-MILLIGAN HIGH SCHOOL	12	13	15	0	0	0	0	0	0	0	0	13	15	28

30-0001	EXETER-MILLIGAN PUBLIC SCHOOLS	30-0001-003	EXETER-MILLIGAN ELEM-EXETER	PK	0	1	0	0	0	0	0	0	0	0	0	1	1

30-0001	EXETER-MILLIGAN PUBLIC SCHOOLS	30-0001-003	EXETER-MILLIGAN ELEM-EXETER	K	4	7	0	0	0	0	0	0	0	0	4	7	11

30-0001	EXETER-MILLIGAN PUBLIC SCHOOLS	30-0001-003	EXETER-MILLIGAN ELEM-EXETER	01	4	6	0	0	0	0	0	0	0	0	4	6	10

30-0001	EXETER-MILLIGAN PUBLIC SCHOOLS	30-0001-003	EXETER-MILLIGAN ELEM-EXETER	02	6	9	0	0	0	0	0	0	0	0	6	9	15

30-0001	EXETER-MILLIGAN PUBLIC SCHOOLS	30-0001-003	EXETER-MILLIGAN ELEM-EXETER	03	4	8	0	0	0	0	0	0	0	0	4	8	12

30-0001	EXETER-MILLIGAN PUBLIC SCHOOLS	30-0001-003	EXETER-MILLIGAN ELEM-EXETER	04	4	7	0	0	0	0	0	0	0	0	4	7	11

30-0001	EXETER-MILLIGAN PUBLIC SCHOOLS	30-0001-004	EXETER-MILLIGAN ELEM-MILLIGAN	01	2	6	0	0	0	0	0	0	0	0	2	6	8

30-0001	EXETER-MILLIGAN PUBLIC SCHOOLS	30-0001-004	EXETER-MILLIGAN ELEM-MILLIGAN	02	4	5	0	0	0	0	0	0	0	0	4	5	9

30-0001	EXETER-MILLIGAN PUBLIC SCHOOLS	30-0001-004	EXETER-MILLIGAN ELEM-MILLIGAN	03	5	1	0	0	0	0	0	0	0	0	5	1	6

30-0001	EXETER-MILLIGAN PUBLIC SCHOOLS	30-0001-004	EXETER-MILLIGAN ELEM-MILLIGAN	04	3	4	0	0	0	0	0	0	0	0	3	4	7

30-0001	EXETER-MILLIGAN PUBLIC SCHOOLS	30-0001-004	EXETER-MILLIGAN ELEM-MILLIGAN	05	12	10	0	0	0	0	0	0	0	0	12	10	22

30-0001	EXETER-MILLIGAN PUBLIC SCHOOLS	30-0001-004	EXETER-MILLIGAN ELEM-MILLIGAN	06	3	18	0	0	0	0	0	0	0	0	3	18	21

30-0025	FILLMORE CENTRAL PUBLIC SCHS	30-0025-001	FILLMORE CENTRAL HIGH SCHOOL	09	24	23	0	0	0	0	0	0	0	0	24	23	47

30-0025	FILLMORE CENTRAL PUBLIC SCHS	30-0025-001	FILLMORE CENTRAL HIGH SCHOOL	10	17	18	0	0	1	0	0	1	1	0	19	19	38

30-0025	FILLMORE CENTRAL PUBLIC SCHS	30-0025-001	FILLMORE CENTRAL HIGH SCHOOL	11	28	30	0	0	0	1	0	0	1	0	29	31	60

30-0025	FILLMORE CENTRAL PUBLIC SCHS	30-0025-001	FILLMORE CENTRAL HIGH SCHOOL	12	16	37	0	0	1	0	0	0	1	1	18	38	56

30-0025	FILLMORE CENTRAL PUBLIC SCHS	30-0025-002	FILLMORE CENTRAL ELEMENTARY	K	14	17	0	0	0	1	0	0	0	0	14	18	32

30-0025	FILLMORE CENTRAL PUBLIC SCHS	30-0025-002	FILLMORE CENTRAL ELEMENTARY	01	17	26	0	0	0	0	0	0	0	0	17	26	43

30-0025	FILLMORE CENTRAL PUBLIC SCHS	30-0025-002	FILLMORE CENTRAL ELEMENTARY	02	19	18	0	0	0	2	0	1	1	0	20	21	41

30-0025	FILLMORE CENTRAL PUBLIC SCHS	30-0025-002	FILLMORE CENTRAL ELEMENTARY	03	30	20	0	0	2	1	1	0	0	0	33	21	54

30-0025	FILLMORE CENTRAL PUBLIC SCHS	30-0025-002	FILLMORE CENTRAL ELEMENTARY	04	22	20	0	0	1	2	0	0	0	0	23	22	45

30-0025	FILLMORE CENTRAL PUBLIC SCHS	30-0025-006	FILLMORE CENTRAL MIDDLE SCHOOL	05	20	28	0	0	0	1	0	1	0	1	20	31	51

30-0025	FILLMORE CENTRAL PUBLIC SCHS	30-0025-006	FILLMORE CENTRAL MIDDLE SCHOOL	06	28	16	0	0	1	0	0	0	0	0	29	16	45

30-0025	FILLMORE CENTRAL PUBLIC SCHS	30-0025-006	FILLMORE CENTRAL MIDDLE SCHOOL	07	17	32	0	0	0	1	0	1	1	0	18	34	52

30-0025	FILLMORE CENTRAL PUBLIC SCHS	30-0025-006	FILLMORE CENTRAL MIDDLE SCHOOL	08	20	23	0	0	0	0	0	0	0	0	20	23	43

30-0036	STRANG PUBLIC SCHOOL	30-0036-001	STRANG PUBLIC SCHOOL	PK	0	2	0	0	0	0	0	0	0	0	0	2	2

30-0036	STRANG PUBLIC SCHOOL	30-0036-001	STRANG PUBLIC SCHOOL	K	0	1	0	0	0	0	0	0	0	0	0	1	1

30-0036	STRANG PUBLIC SCHOOL	30-0036-001	STRANG PUBLIC SCHOOL	01	1	0	0	0	0	0	0	0	0	0	1	0	1

30-0036	STRANG PUBLIC SCHOOL	30-0036-001	STRANG PUBLIC SCHOOL	06	0	2	0	0	0	0	0	0	0	0	0	2	2

30-0040	OHIOWA PUBLIC SCHOOL	30-0040-001	OHIOWA PUBLIC SCHOOL	PK	0	1	0	0	0	0	0	0	0	0	0	1	1

30-0040	OHIOWA PUBLIC SCHOOL	30-0040-001	OHIOWA PUBLIC SCHOOL	01	0	2	0	0	0	1	0	0	0	0	0	3	3

30-0040	OHIOWA PUBLIC SCHOOL	30-0040-001	OHIOWA PUBLIC SCHOOL	02	2	1	0	0	0	0	0	0	0	0	2	1	3

30-0040	OHIOWA PUBLIC SCHOOL	30-0040-001	OHIOWA PUBLIC SCHOOL	03	3	1	0	0	0	0	0	0	0	0	3	1	4

30-0040	OHIOWA PUBLIC SCHOOL	30-0040-001	OHIOWA PUBLIC SCHOOL	04	1	0	0	0	0	0	0	0	0	0	1	0	1

30-0054	SHICKLEY PUBLIC SCHOOLS	30-0054-001	SHICKLEY HIGH SCHOOL	07	10	6	0	0	0	0	0	1	0	0	10	7	17

30-0054	SHICKLEY PUBLIC SCHOOLS	30-0054-001	SHICKLEY HIGH SCHOOL	08	5	5	0	0	0	0	0	0	0	0	5	5	10

30-0054	SHICKLEY PUBLIC SCHOOLS	30-0054-001	SHICKLEY HIGH SCHOOL	09	6	8	0	0	0	1	0	0	0	0	6	9	15

30-0054	SHICKLEY PUBLIC SCHOOLS	30-0054-001	SHICKLEY HIGH SCHOOL	10	4	8	0	0	0	0	0	0	0	0	4	8	12

30-0054	SHICKLEY PUBLIC SCHOOLS	30-0054-001	SHICKLEY HIGH SCHOOL	11	2	6	0	0	0	1	0	0	0	0	2	7	9

30-0054	SHICKLEY PUBLIC SCHOOLS	30-0054-001	SHICKLEY HIGH SCHOOL	12	6	7	0	1	0	0	0	0	0	0	6	8	14

30-0054	SHICKLEY PUBLIC SCHOOLS	30-0054-002	SHICKLEY ELEMENTARY SCHOOL	K	4	2	0	0	2	1	0	0	0	0	6	3	9

30-0054	SHICKLEY PUBLIC SCHOOLS	30-0054-002	SHICKLEY ELEMENTARY SCHOOL	01	4	6	0	0	1	0	0	0	0	0	5	6	11

30-0054	SHICKLEY PUBLIC SCHOOLS	30-0054-002	SHICKLEY ELEMENTARY SCHOOL	02	6	5	0	0	0	0	0	0	0	0	6	5	11

30-0054	SHICKLEY PUBLIC SCHOOLS	30-0054-002	SHICKLEY ELEMENTARY SCHOOL	03	4	2	0	0	0	2	0	1	0	0	4	5	9

30-0054	SHICKLEY PUBLIC SCHOOLS	30-0054-002	SHICKLEY ELEMENTARY SCHOOL	04	6	4	0	0	0	0	0	0	0	0	6	4	10

30-0054	SHICKLEY PUBLIC SCHOOLS	30-0054-002	SHICKLEY ELEMENTARY SCHOOL	05	5	3	0	0	0	2	1	0	0	0	6	5	11

30-0054	SHICKLEY PUBLIC SCHOOLS	30-0054-002	SHICKLEY ELEMENTARY SCHOOL	06	2	8	0	0	0	1	0	0	0	0	2	9	11

30-0600	GENEVA NORTH SCHOOL	30-0600-001	GENEVA NORTH HIGH SCHOOL	09	6	0	0	0	3	0	3	0	1	0	13	0	13

30-0600	GENEVA NORTH SCHOOL	30-0600-001	GENEVA NORTH HIGH SCHOOL	10	13	0	0	0	7	0	1	0	6	0	27	0	27

30-0600	GENEVA NORTH SCHOOL	30-0600-001	GENEVA NORTH HIGH SCHOOL	11	4	0	0	0	1	0	1	0	2	0	8	0	8

30-0600	GENEVA NORTH SCHOOL	30-0600-001	GENEVA NORTH HIGH SCHOOL	12	8	0	0	0	0	0	0	0	1	0	9	0	9

30-0600	GENEVA NORTH SCHOOL	30-0600-002	GENEVA NORTH ELEMENTARY SCHOOL	08	0	0	0	0	1	0	0	0	0	0	1	0	1

30-0701	GRACE LUTHERAN ELEMENTARY SCH	30-0701-001	GRACE LUTHERAN ELEMENTARY SCH	PK	0	2	0	0	0	0	0	0	0	0	0	2	2

30-0701	GRACE LUTHERAN ELEMENTARY SCH	30-0701-001	GRACE LUTHERAN ELEMENTARY SCH	01	0	1	0	0	0	0	0	0	0	0	0	1	1

30-0701	GRACE LUTHERAN ELEMENTARY SCH	30-0701-001	GRACE LUTHERAN ELEMENTARY SCH	02	0	1	0	0	0	0	0	0	0	0	0	1	1

30-0701	GRACE LUTHERAN ELEMENTARY SCH	30-0701-001	GRACE LUTHERAN ELEMENTARY SCH	03	1	3	0	0	0	0	0	0	0	0	1	3	4

30-0701	GRACE LUTHERAN ELEMENTARY SCH	30-0701-001	GRACE LUTHERAN ELEMENTARY SCH	04	1	1	0	0	0	0	0	0	0	0	1	1	2

30-0701	GRACE LUTHERAN ELEMENTARY SCH	30-0701-001	GRACE LUTHERAN ELEMENTARY SCH	07	1	1	0	0	0	0	0	0	0	0	1	1	2

30-0701	GRACE LUTHERAN ELEMENTARY SCH	30-0701-001	GRACE LUTHERAN ELEMENTARY SCH	08	0	1	0	0	0	0	0	0	0	0	0	1	1

31-0506	FRANKLIN PUBLIC SCHOOLS	31-0506-001	FRANKLIN SECONDARY SCHOOL	07	16	11	0	0	0	0	0	0	0	0	16	11	27

31-0506	FRANKLIN PUBLIC SCHOOLS	31-0506-001	FRANKLIN SECONDARY SCHOOL	08	9	15	0	0	0	0	0	0	0	0	9	15	24

31-0506	FRANKLIN PUBLIC SCHOOLS	31-0506-001	FRANKLIN SECONDARY SCHOOL	09	16	19	0	0	0	0	0	0	0	0	16	19	35

31-0506	FRANKLIN PUBLIC SCHOOLS	31-0506-001	FRANKLIN SECONDARY SCHOOL	10	11	15	0	0	0	0	0	0	0	0	11	15	26

31-0506	FRANKLIN PUBLIC SCHOOLS	31-0506-001	FRANKLIN SECONDARY SCHOOL	11	15	12	0	0	0	0	0	0	0	0	15	12	27

31-0506	FRANKLIN PUBLIC SCHOOLS	31-0506-001	FRANKLIN SECONDARY SCHOOL	12	16	15	0	0	0	0	0	0	0	0	16	15	31

31-0506	FRANKLIN PUBLIC SCHOOLS	31-0506-002	FRANKLIN ELEMENTARY SCHOOL	K	13	7	0	0	0	0	0	0	0	0	13	7	20

31-0506	FRANKLIN PUBLIC SCHOOLS	31-0506-002	FRANKLIN ELEMENTARY SCHOOL	01	15	16	0	0	0	0	0	0	0	0	15	16	31

31-0506	FRANKLIN PUBLIC SCHOOLS	31-0506-002	FRANKLIN ELEMENTARY SCHOOL	02	13	15	0	0	0	0	0	0	0	1	13	16	29

31-0506	FRANKLIN PUBLIC SCHOOLS	31-0506-002	FRANKLIN ELEMENTARY SCHOOL	03	12	9	0	0	0	0	0	0	0	0	12	9	21

31-0506	FRANKLIN PUBLIC SCHOOLS	31-0506-002	FRANKLIN ELEMENTARY SCHOOL	04	11	9	0	0	0	0	0	0	0	0	11	9	20

31-0506	FRANKLIN PUBLIC SCHOOLS	31-0506-002	FRANKLIN ELEMENTARY SCHOOL	05	9	11	0	0	0	0	0	0	0	0	9	11	20

31-0506	FRANKLIN PUBLIC SCHOOLS	31-0506-002	FRANKLIN ELEMENTARY SCHOOL	06	14	14	0	0	0	0	0	0	1	0	15	14	29

32-0046	MAYWOOD PUBLIC SCHOOLS	32-0046-001	MAYWOOD HIGH SCHOOL	07	7	13	0	0	0	0	1	0	0	0	8	13	21

32-0046	MAYWOOD PUBLIC SCHOOLS	32-0046-001	MAYWOOD HIGH SCHOOL	08	7	4	0	0	1	0	0	0	0	0	8	4	12

32-0046	MAYWOOD PUBLIC SCHOOLS	32-0046-001	MAYWOOD HIGH SCHOOL	09	11	5	0	0	0	0	0	0	0	0	11	5	16

32-0046	MAYWOOD PUBLIC SCHOOLS	32-0046-001	MAYWOOD HIGH SCHOOL	10	3	7	0	0	0	0	0	0	0	0	3	7	10

32-0046	MAYWOOD PUBLIC SCHOOLS	32-0046-001	MAYWOOD HIGH SCHOOL	11	6	8	0	0	0	0	0	0	0	0	6	8	14

32-0046	MAYWOOD PUBLIC SCHOOLS	32-0046-001	MAYWOOD HIGH SCHOOL	12	8	10	0	0	1	0	0	1	0	0	9	11	20

32-0046	MAYWOOD PUBLIC SCHOOLS	32-0046-002	MAYWOOD ELEMENTARY SCHOOL	K	3	5	0	0	0	0	0	2	0	0	3	7	10

32-0046	MAYWOOD PUBLIC SCHOOLS	32-0046-002	MAYWOOD ELEMENTARY SCHOOL	01	10	4	0	1	0	0	0	0	0	0	10	5	15

32-0046	MAYWOOD PUBLIC SCHOOLS	32-0046-002	MAYWOOD ELEMENTARY SCHOOL	02	7	6	0	0	0	0	1	0	0	0	8	6	14

32-0046	MAYWOOD PUBLIC SCHOOLS	32-0046-002	MAYWOOD ELEMENTARY SCHOOL	03	3	3	0	0	1	0	0	0	0	0	4	3	7

32-0046	MAYWOOD PUBLIC SCHOOLS	32-0046-002	MAYWOOD ELEMENTARY SCHOOL	04	5	6	0	0	0	0	0	0	0	0	5	6	11

32-0046	MAYWOOD PUBLIC SCHOOLS	32-0046-002	MAYWOOD ELEMENTARY SCHOOL	05	5	5	0	0	0	1	1	0	0	0	6	6	12

32-0046	MAYWOOD PUBLIC SCHOOLS	32-0046-002	MAYWOOD ELEMENTARY SCHOOL	06	7	7	0	0	2	0	0	0	0	0	9	7	16

32-0095	EUSTIS-FARNAM PUBLIC SCHOOLS	32-0095-001	EUSTIS-FARNAM HIGH SCHOOL	09	10	10	0	0	0	0	0	0	0	0	10	10	20

32-0095	EUSTIS-FARNAM PUBLIC SCHOOLS	32-0095-001	EUSTIS-FARNAM HIGH SCHOOL	10	14	17	0	0	0	0	0	0	0	0	14	17	31

32-0095	EUSTIS-FARNAM PUBLIC SCHOOLS	32-0095-001	EUSTIS-FARNAM HIGH SCHOOL	11	10	7	0	0	0	0	0	0	0	0	10	7	17

32-0095	EUSTIS-FARNAM PUBLIC SCHOOLS	32-0095-001	EUSTIS-FARNAM HIGH SCHOOL	12	5	14	0	0	0	0	0	0	0	0	5	14	19

32-0095	EUSTIS-FARNAM PUBLIC SCHOOLS	32-0095-002	EUSTIS-FARNAM MIDDLE SCHOOL	05	7	19	0	0	0	0	0	0	0	0	7	19	26

32-0095	EUSTIS-FARNAM PUBLIC SCHOOLS	32-0095-002	EUSTIS-FARNAM MIDDLE SCHOOL	06	9	10	0	0	0	0	0	0	0	0	9	10	19

32-0095	EUSTIS-FARNAM PUBLIC SCHOOLS	32-0095-002	EUSTIS-FARNAM MIDDLE SCHOOL	07	14	14	0	0	0	0	0	0	0	0	14	14	28

32-0095	EUSTIS-FARNAM PUBLIC SCHOOLS	32-0095-002	EUSTIS-FARNAM MIDDLE SCHOOL	08	9	11	0	0	0	0	0	0	0	0	9	11	20

32-0095	EUSTIS-FARNAM PUBLIC SCHOOLS	32-0095-004	ELEMENTARY SCHOOL AT EUSTIS	K	6	12	0	0	1	0	0	0	0	1	7	13	20

32-0095	EUSTIS-FARNAM PUBLIC SCHOOLS	32-0095-004	ELEMENTARY SCHOOL AT EUSTIS	01	7	6	0	0	0	0	0	0	0	0	7	6	13

32-0095	EUSTIS-FARNAM PUBLIC SCHOOLS	32-0095-004	ELEMENTARY SCHOOL AT EUSTIS	02	7	6	0	0	0	0	0	0	1	0	8	6	14

32-0095	EUSTIS-FARNAM PUBLIC SCHOOLS	32-0095-004	ELEMENTARY SCHOOL AT EUSTIS	03	7	7	0	0	0	0	0	0	0	0	7	7	14

32-0095	EUSTIS-FARNAM PUBLIC SCHOOLS	32-0095-004	ELEMENTARY SCHOOL AT EUSTIS	04	9	7	0	0	0	0	0	0	1	0	10	7	17

32-0125	MEDICINE VALLEY PUBLIC SCHOOLS	32-0125-001	MEDICINE VALLEY JR-SR HIGH SCH	07	10	18	0	0	0	0	0	0	0	0	10	18	28

32-0125	MEDICINE VALLEY PUBLIC SCHOOLS	32-0125-001	MEDICINE VALLEY JR-SR HIGH SCH	08	16	6	0	0	1	1	0	0	0	0	17	7	24

32-0125	MEDICINE VALLEY PUBLIC SCHOOLS	32-0125-001	MEDICINE VALLEY JR-SR HIGH SCH	09	12	9	0	1	2	0	0	0	0	0	14	10	24

32-0125	MEDICINE VALLEY PUBLIC SCHOOLS	32-0125-001	MEDICINE VALLEY JR-SR HIGH SCH	10	11	14	0	0	0	0	0	0	0	0	11	14	25

32-0125	MEDICINE VALLEY PUBLIC SCHOOLS	32-0125-001	MEDICINE VALLEY JR-SR HIGH SCH	11	10	4	0	0	0	3	1	1	0	0	11	8	19

32-0125	MEDICINE VALLEY PUBLIC SCHOOLS	32-0125-001	MEDICINE VALLEY JR-SR HIGH SCH	12	11	18	0	0	0	1	0	0	0	0	11	19	30

32-0125	MEDICINE VALLEY PUBLIC SCHOOLS	32-0125-003	MEDICINE VALLEY ELEMENTARY	K	12	12	0	0	0	0	0	0	0	0	12	12	24

32-0125	MEDICINE VALLEY PUBLIC SCHOOLS	32-0125-003	MEDICINE VALLEY ELEMENTARY	01	11	12	0	0	0	0	0	0	0	0	11	12	23

32-0125	MEDICINE VALLEY PUBLIC SCHOOLS	32-0125-003	MEDICINE VALLEY ELEMENTARY	02	7	6	0	0	1	0	0	0	0	0	8	6	14

32-0125	MEDICINE VALLEY PUBLIC SCHOOLS	32-0125-003	MEDICINE VALLEY ELEMENTARY	03	3	10	0	0	0	0	0	0	0	0	3	10	13

32-0125	MEDICINE VALLEY PUBLIC SCHOOLS	32-0125-003	MEDICINE VALLEY ELEMENTARY	04	7	10	0	0	0	0	0	0	0	0	7	10	17

32-0125	MEDICINE VALLEY PUBLIC SCHOOLS	32-0125-003	MEDICINE VALLEY ELEMENTARY	05	7	7	0	0	0	0	0	0	0	0	7	7	14

32-0125	MEDICINE VALLEY PUBLIC SCHOOLS	32-0125-003	MEDICINE VALLEY ELEMENTARY	06	16	8	0	0	0	0	0	0	0	0	16	8	24

33-0018	ARAPAHOE PUBLIC SCHOOLS	33-0018-001	ARAPAHOE HIGH SCHOOL	07	10	8	1	0	0	0	0	0	0	0	11	8	19

33-0018	ARAPAHOE PUBLIC SCHOOLS	33-0018-001	ARAPAHOE HIGH SCHOOL	08	13	11	1	1	0	0	0	0	0	0	14	12	26

33-0018	ARAPAHOE PUBLIC SCHOOLS	33-0018-001	ARAPAHOE HIGH SCHOOL	09	9	13	0	0	1	0	0	0	0	0	10	13	23

33-0018	ARAPAHOE PUBLIC SCHOOLS	33-0018-001	ARAPAHOE HIGH SCHOOL	10	15	19	1	0	0	0	0	0	0	0	16	19	35

33-0018	ARAPAHOE PUBLIC SCHOOLS	33-0018-001	ARAPAHOE HIGH SCHOOL	11	7	8	1	0	1	0	0	0	1	0	10	8	18

33-0018	ARAPAHOE PUBLIC SCHOOLS	33-0018-001	ARAPAHOE HIGH SCHOOL	12	13	20	0	0	0	2	0	0	0	0	13	22	35

33-0018	ARAPAHOE PUBLIC SCHOOLS	33-0018-002	ARAPAHOE ELEMENTARY SCHOOL	PK	1	4	0	0	0	0	0	0	0	0	1	4	5

33-0018	ARAPAHOE PUBLIC SCHOOLS	33-0018-002	ARAPAHOE ELEMENTARY SCHOOL	K	10	10	0	0	1	0	0	0	0	0	11	10	21

33-0018	ARAPAHOE PUBLIC SCHOOLS	33-0018-002	ARAPAHOE ELEMENTARY SCHOOL	01	15	11	0	0	1	0	0	0	0	0	16	11	27

33-0018	ARAPAHOE PUBLIC SCHOOLS	33-0018-002	ARAPAHOE ELEMENTARY SCHOOL	02	15	15	0	0	0	0	0	0	0	0	15	15	30

33-0018	ARAPAHOE PUBLIC SCHOOLS	33-0018-002	ARAPAHOE ELEMENTARY SCHOOL	03	12	9	0	0	0	0	0	0	0	0	12	9	21

