Type	School Year	County	District	School	Agency Name	Average Teacher Salary	Average Years of Teaching Experience	Masters Count	Percentage of Teachers with Master's Degrees	Teacher Count	White, Not Hispanic	Black, Not Hispanic	Hispanic	Asian / Pacific Islanders	American Indian / Alaskan Native
DI	20052006	47	0118	000	ST LIBORY ELEMENTARY SCHOOL	38041	24.58	*	*	*	*	*	*	*	*
SC	19951996	47	0118	001	ST LIBORY ELEMENTARY SCHOOL	29511	18.92	*	*	10.30					
SC	20002001	47	0118	001	ST LIBORY ELEMENTARY SCHOOL	32458	20.08	*	*	*					
SC	20032004	47	0118	001	ST LIBORY ELEMENTARY SCHOOL	37484	23.27	*	*	*	*	*	*	*	*
SC	20042005	47	0118	001	ST LIBORY ELEMENTARY SCHOOL	38041	24.27	*	*	*	*	*	*	*	*
SC	20052006	47	0118	001	ST LIBORY ELEMENTARY SCHOOL	38041	24.58	*	*	*	*	*	*	*	*
DI	19951996	48	0008	000	FAIRBURY PUBLIC SCHOOLS	31517	16.75	16.75	0.5325	67.22					
DI	20002001	48	0008	000	FAIRBURY PUBLIC SCHOOLS	35458	16.93	16.93	0.4853	65.77					
DI	20032004	48	0008	000	FAIRBURY PUBLIC SCHOOLS	39802	17.93	17.93	0.5857	64.91	65	*	*	*	*
DI	20042005	48	0008	000	FAIRBURY PUBLIC SCHOOLS	40744	18.51	18.51	0.5735	64.65	65	*	*	*	*
DI	20052006	48	0008	000	FAIRBURY PUBLIC SCHOOLS	41152	17.87	17.87	0.5224	64.55	65	*	*	*	*
SC	19951996	48	0008	001	FAIRBURY JR-SR HIGH SCHOOL	30222	15.00	15.00	0.5135	33.67					
SC	20002001	48	0008	001	FAIRBURY JR-SR HIGH SCHOOL	33792	13.72	13.72	0.4444	34.22					
SC	20032004	48	0008	001	FAIRBURY JR-SR HIGH SCHOOL	38951	15.16	15.16	0.6216	32.86	33	*	*	*	*
SC	20042005	48	0008	001	FAIRBURY JR-SR HIGH SCHOOL	40142	16.50	16.50	0.5833	33.60	34	*	*	*	*
SC	20052006	48	0008	001	FAIRBURY JR-SR HIGH SCHOOL	39870	15.17	15.17	0.5143	32.55	33	*	*	*	*
SC	19951996	48	0008	003	CENTRAL ELEMENTARY SCHOOL	30708	16.28	*	*	16.53					
SC	20002001	48	0008	003	CENTRAL ELEMENTARY SCHOOL	37239	22.53	*	*	14.63					
SC	20032004	48	0008	003	CENTRAL ELEMENTARY SCHOOL	39026	20.44	*	*	15.85	16	*	*	*	*
SC	20042005	48	0008	003	CENTRAL ELEMENTARY SCHOOL	40283	21.00	*	*	15.85	16	*	*	*	*
SC	20052006	48	0008	003	CENTRAL ELEMENTARY SCHOOL	40876	23.20	*	*	13.20	13	*	*	*	*
SC	19951996	48	0008	008	JEFFERSON INTERMEDIATE SCHOOL	34034	20.09	20.09	0.6364	17.02					
SC	20002001	48	0008	008	JEFFERSON INTERMEDIATE SCHOOL	37663	19.67	19.67	0.5714	16.92					
SC	20032004	48	0008	008	JEFFERSON INTERMEDIATE SCHOOL	41557	21.05	21.05	0.6316	16.20	16	*	*	*	*
SC	20042005	48	0008	008	JEFFERSON INTERMEDIATE SCHOOL	42717	21.22	21.22	0.7778	15.20	15	*	*	*	*
SC	20052006	48	0008	008	JEFFERSON INTERMEDIATE SCHOOL	43603	19.55	19.55	0.7000	17.80	18	*	*	*	*
SC	20052006	48	0008	009	LIFE PROGRAM	35560	10.00	*	*	*	*	*	*	*	*
DI	19951996	48	0300	000	TRI COUNTY PUBLIC SCHOOLS	29326	17.69	17.69	0.2917	41.90					
DI	20002001	48	0300	000	TRI COUNTY PUBLIC SCHOOLS	33404	18.56	18.56	0.3415	40.50					
DI	20032004	48	0300	000	TRI COUNTY PUBLIC SCHOOLS	38975	19.35	19.35	0.3824	32.75	33	*	*	*	*
DI	20042005	48	0300	000	TRI COUNTY PUBLIC SCHOOLS	39713	19.58	19.58	0.3939	31.75	32	*	*	*	*
DI	20052006	48	0300	000	TRI COUNTY PUBLIC SCHOOLS	40785	19.36	19.36	0.3939	31.75	32	*	*	*	*
SC	19951996	48	0300	001	TRI COUNTY JR-SR HIGH SCHOOL	29640	17.96	*	*	24.24					
SC	20002001	48	0300	001	TRI COUNTY JR-SR HIGH SCHOOL	33172	19.19	*	*	23.75					
SC	20032004	48	0300	001	TRI COUNTY JR-SR HIGH SCHOOL	38209	18.48	*	*	18.00	18	*	*	*	*
SC	20042005	48	0300	001	TRI COUNTY JR-SR HIGH SCHOOL	38811	18.76	*	*	18.00	18	*	*	*	*
SC	20052006	48	0300	001	TRI COUNTY JR-SR HIGH SCHOOL	39653	17.86	*	*	17.50	18	*	*	*	*
SC	19951996	48	0300	002	TRI COUNTY ELEMENTARY SCHOOL	28653	17.36	*	*	17.66					
SC	20002001	48	0300	002	TRI COUNTY ELEMENTARY SCHOOL	33094	18.15	*	*	16.75					
SC	20032004	48	0300	002	TRI COUNTY ELEMENTARY SCHOOL	38656	18.88	*	*	14.75	15	*	*	*	*
SC	20042005	48	0300	002	TRI COUNTY ELEMENTARY SCHOOL	39715	19.19	*	*	13.75	14	*	*	*	*
SC	20052006	48	0300	002	TRI COUNTY ELEMENTARY SCHOOL	41164	20.06	*	*	14.25	14	*	*	*	*
DI	19951996	48	0303	000	MERIDIAN PUBLIC SCHOOLS	29161	16.04	*	*	19.80					
DI	20002001	48	0303	000	MERIDIAN PUBLIC SCHOOLS	30081	17.86	*	*	19.19					
DI	20032004	48	0303	000	MERIDIAN PUBLIC SCHOOLS	32540	18.10	*	*	18.87	19	*	*	*	*
DI	20042005	48	0303	000	MERIDIAN PUBLIC SCHOOLS	35099	19.10	*	*	18.87	19	*	*	*	*
DI	20052006	48	0303	000	MERIDIAN PUBLIC SCHOOLS	34479	19.24	*	*	18.88	19	*	*	*	*
SC	19951996	48	0303	001	MERIDIAN HIGH SCHOOL	31126	19.38	*	*	10.68					
SC	20002001	48	0303	001	MERIDIAN HIGH SCHOOL	31407	20.31	*	*	10.07					
SC	20032004	48	0303	001	MERIDIAN HIGH SCHOOL	32929	20.79	*	*	10.57	11	*	*	*	*
SC	20042005	48	0303	001	MERIDIAN HIGH SCHOOL	35537	21.79	*	*	10.57	11	*	*	*	*
SC	20052006	48	0303	001	MERIDIAN HIGH SCHOOL	34465	21.46	*	*	10.33	10	*	*	*	*
SC	19951996	48	0303	002	MERIDIAN ELEMENTARY SCHOOL	27930	12.42	*	*	*					
SC	20002001	48	0303	002	MERIDIAN ELEMENTARY SCHOOL	29154	15.58	*	*	*					
SC	20032004	48	0303	002	MERIDIAN ELEMENTARY SCHOOL	32409	15.73	*	*	*	*	*	*	*	*
SC	20042005	48	0303	002	MERIDIAN ELEMENTARY SCHOOL	34707	16.73	*	*	*	*	*	*	*	*
SC	20052006	48	0303	002	MERIDIAN ELEMENTARY SCHOOL	34850	17.73	*	*	*	*	*	*	*	*
DI	19951996	49	0010	000	ELK CREEK PUBLIC SCHOOL	22047	23.75	*	*	*					
DI	20002001	49	0010	000	ELK CREEK PUBLIC SCHOOL	20448	5.00	*	*	*					
DI	20032004	49	0010	000	ELK CREEK PUBLIC SCHOOL	26005	15.00	*	*	*	*	*	*	*	*
DI	20042005	49	0010	000	ELK CREEK PUBLIC SCHOOL	30000	11.00	*	*	*	*	*	*	*	*
DI	20052006	49	0010	000	ELK CREEK PUBLIC SCHOOL	25000	12.00	*	*	*	*	*	*	*	*
SC	19951996	49	0010	001	ELK CREEK PUBLIC SCHOOL	24224	23.75	*	*	*					
SC	20002001	49	0010	001	ELK CREEK PUBLIC SCHOOL	20469	5.00	*	*	*					
SC	20032004	49	0010	001	ELK CREEK PUBLIC SCHOOL	26005	15.00	*	*	*	*	*	*	*	*
SC	20042005	49	0010	001	ELK CREEK PUBLIC SCHOOL	30000	11.00	*	*	*	*	*	*	*	*
SC	20052006	49	0010	001	ELK CREEK PUBLIC SCHOOL	25000	12.00	*	*	*	*	*	*	*	*
DI	19951996	49	0032	000	TECUMSEH PUBLIC SCHOOLS	29057	11.85	11.85	0.2500	32.12					
DI	20002001	49	0032	000	TECUMSEH PUBLIC SCHOOLS	31893	13.26	13.26	0.3143	32.36					
DI	20032004	49	0032	000	TECUMSEH PUBLIC SCHOOLS	34742	11.94	11.94	0.3030	32.25	32	*	*	*	*
DI	20042005	49	0032	000	TECUMSEH PUBLIC SCHOOLS	35883	12.49	*	*	33.68	34	*	*	*	*
DI	20052006	49	0032	000	TECUMSEH PUBLIC SCHOOLS	38029	13.82	13.82	0.3824	32.75	33	*	*	*	*
SC	19951996	49	0032	001	TECUMSEH HIGH SCHOOL	29584	12.60	*	*	15.98					
SC	20002001	49	0032	001	TECUMSEH HIGH SCHOOL	30728	12.50	*	*	17.72					
SC	20032004	49	0032	001	TECUMSEH HIGH SCHOOL	33964	10.79	*	*	15.74	16	*	*	*	*
SC	20042005	49	0032	001	TECUMSEH HIGH SCHOOL	34689	11.10	*	*	17.04	17	*	*	*	*
SC	20052006	49	0032	001	TECUMSEH HIGH SCHOOL	37238	12.60	*	*	16.11	16	*	*	*	*
SC	19951996	49	0032	002	TECUMSEH ELEMENTARY SCHOOL	28153	11.10	*	*	16.14					
SC	20002001	49	0032	002	TECUMSEH ELEMENTARY SCHOOL	33416	13.78	*	*	14.64					
SC	20032004	49	0032	002	TECUMSEH ELEMENTARY SCHOOL	36249	13.80	*	*	16.51	17	*	*	*	*
SC	20042005	49	0032	002	TECUMSEH ELEMENTARY SCHOOL	37993	14.95	*	*	16.64	17	*	*	*	*
SC	20052006	49	0032	002	TECUMSEH ELEMENTARY SCHOOL	39670	15.95	15.95	0.5000	16.64	17	*	*	*	*
DI	19951996	49	0033	000	STERLING PUBLIC SCHOOLS	27676	11.04	*	*	21.73					
DI	20002001	49	0033	000	STERLING PUBLIC SCHOOLS	34054	16.35	*	*	20.77					
DI	20032004	49	0033	000	STERLING PUBLIC SCHOOLS	36455	18.65	*	*	21.27	21	*	*	*	*
DI	20042005	49	0033	000	STERLING PUBLIC SCHOOLS	35123	17.70	*	*	20.39	20	*	*	*	*
DI	20052006	49	0033	000	STERLING PUBLIC SCHOOLS	36866	17.43	*	*	20.62	21	*	*	*	*
SC	19951996	49	0033	001	STERLING HIGH SCHOOL	27082	8.23	*	*	11.82					
SC	20002001	49	0033	001	STERLING HIGH SCHOOL	33886	13.54	*	*	10.52					
SC	20032004	49	0033	001	STERLING HIGH SCHOOL	37051	16.77	*	*	11.02	11	*	*	*	*
SC	20042005	49	0033	001	STERLING HIGH SCHOOL	34387	14.43	*	*	10.39	10	*	*	*	*
SC	20052006	49	0033	001	STERLING HIGH SCHOOL	36097	13.73	*	*	10.64	11	*	*	*	*
SC	19951996	49	0033	002	STERLING ELEMENTARY SCHOOL	27214	14.08	*	*	*					
SC	20002001	49	0033	002	STERLING ELEMENTARY SCHOOL	33967	17.58	*	*	10.25					
SC	20032004	49	0033	002	STERLING ELEMENTARY SCHOOL	36024	19.25	*	*	10.25	10	*	*	*	*
SC	20042005	49	0033	002	STERLING ELEMENTARY SCHOOL	36110	19.17	*	*	10.00	10	*	*	*	*
SC	20052006	49	0033	002	STERLING ELEMENTARY SCHOOL	37950	20.17	*	*	*	10	*	*	*	*
DI	19951996	49	0501	000	NEMAHA VALLEY SCHOOLS	27177	11.79	*	*	24.50					
DI	20002001	49	0501	000	NEMAHA VALLEY SCHOOLS	32233	16.42	*	*	24.00					
DI	20032004	49	0501	000	NEMAHA VALLEY SCHOOLS	32276	14.67	*	*	22.44	22	*	*	*	*
DI	20042005	49	0501	000	NEMAHA VALLEY SCHOOLS	33452	15.04	*	*	21.44	21	*	*	*	*
DI	20052006	49	0501	000	NEMAHA VALLEY SCHOOLS	41451	16.64	*	*	20.44	20	*	*	*	*
SC	19951996	49	0501	001	JR-SR HIGH SCHOOL AT COOK	28300	13.13	*	*	14.35					
SC	20002001	49	0501	001	JR-SR HIGH SCHOOL AT COOK	31934	16.53	*	*	14.40					
SC	20032004	49	0501	001	JR-SR HIGH SCHOOL AT COOK	31918	15.00	*	*	12.84	13	*	*	*	*
SC	20042005	49	0501	001	JR-SR HIGH SCHOOL AT COOK	33315	15.00	*	*	11.69	12	*	*	*	*
SC	20052006	49	0501	001	JR-SR HIGH SCHOOL AT COOK	41189	16.00	*	*	10.69	11	*	*	*	*
SC	19951996	49	0501	003	ELEMENTARY SCHOOL AT COOK	*	5.33	*	*	*					
SC	20002001	49	0501	003	ELEMENTARY SCHOOL AT COOK	32678	15.36	*	*	*					
SC	20032004	49	0501	003	ELEMENTARY SCHOOL AT COOK	32180	13.27	*	*	*	10	*	*	*	*
SC	20042005	49	0501	003	ELEMENTARY SCHOOL AT COOK	32674	13.91	*	*	*	10	*	*	*	*
SC	20052006	49	0501	003	ELEMENTARY SCHOOL AT COOK	40353	14.75	*	*	*	10	*	*	*	*
DI	20032004	50	0001	000	WILCOX-HILDRETH PUBLIC SCHOOLS	33051	15.89	*	*	26.50	27	*	*	*	*
DI	20042005	50	0001	000	WILCOX-HILDRETH PUBLIC SCHOOLS	34855	16.85	*	*	24.80	25	*	*	*	*
DI	20052006	50	0001	000	WILCOX-HILDRETH PUBLIC SCHOOLS	36444	19.58	19.58	0.4167	22.75	23	*	*	*	*
SC	20032004	50	0001	001	WILCOX-HILDRETH HIGH SCHOOL	33342	17.40	*	*	11.75	12	*	*	*	*
SC	20042005	50	0001	001	WILCOX-HILDRETH HIGH SCHOOL	34978	18.43	*	*	10.85	11	*	*	*	*
SC	20052006	50	0001	001	WILCOX-HILDRETH HIGH SCHOOL	37397	20.67	*	*	*	*	*	*	*	*
SC	20032004	50	0001	002	WILCOX-HILDRETH MIDDLE SCHOOL	30877	12.91	*	*	*	*	*	*	*	*
SC	20042005	50	0001	002	WILCOX-HILDRETH MIDDLE SCHOOL	33646	14.60	*	*	*	*	*	*	*	*
SC	20052006	50	0001	002	WILCOX-HILDRETH MIDDLE SCHOOL	35014	20.88	*	*	*	*	*	*	*	*
SC	20032004	50	0001	003	WILCOX-HILDRETH ELEMENTARY SCH	33779	15.30	*	*	*	*	*	*	*	*
SC	20042005	50	0001	003	WILCOX-HILDRETH ELEMENTARY SCH	34865	16.30	*	*	*	*	*	*	*	*
SC	20052006	50	0001	003	WILCOX-HILDRETH ELEMENTARY SCH	36329	17.30	*	*	*	*	*	*	*	*
DI	19951996	50	0501	000	AXTELL COMMUNITY SCHOOLS	28058	16.68	16.68	0.4194	24.69					
DI	20002001	50	0501	000	AXTELL COMMUNITY SCHOOLS	30270	15.96	*	*	24.22					
DI	20032004	50	0501	000	AXTELL COMMUNITY SCHOOLS	33328	16.42	*	*	22.70	23	*	*	*	*
DI	20042005	50	0501	000	AXTELL COMMUNITY SCHOOLS	34075	15.52	*	*	21.53	22	*	*	*	*
DI	20052006	50	0501	000	AXTELL COMMUNITY SCHOOLS	34681	16.92	*	*	22.77	23	*	*	*	*
SC	19951996	50	0501	001	AXTELL HIGH SCHOOL	27755	15.24	*	*	13.19					
SC	20002001	50	0501	001	AXTELL HIGH SCHOOL	30299	14.27	*	*	12.72					
SC	20032004	50	0501	001	AXTELL HIGH SCHOOL	32921	14.93	*	*	*	*	*	*	*	*
SC	20042005	50	0501	001	AXTELL HIGH SCHOOL	32215	13.13	*	*	10.29	10	*	*	*	*
SC	20052006	50	0501	001	AXTELL HIGH SCHOOL	33968	15.69	*	*	10.78	11	*	*	*	*
SC	19951996	50	0501	002	AXTELL ELEMENTARY SCHOOL	28384	18.43	*	*	11.50					
SC	20002001	50	0501	002	AXTELL ELEMENTARY SCHOOL	31340	18.64	*	*	11.50					
SC	20032004	50	0501	002	AXTELL ELEMENTARY SCHOOL	32974	16.40	*	*	13.24	13	*	*	*	*
SC	20042005	50	0501	002	AXTELL ELEMENTARY SCHOOL	34723	16.64	*	*	11.24	11	*	*	*	*
SC	20052006	50	0501	002	AXTELL ELEMENTARY SCHOOL	34160	16.20	*	*	11.99	12	*	*	*	*
DI	19951996	50	0503	000	MINDEN PUBLIC SCHOOLS	30728	18.75	18.75	0.4265	57.49					
DI	20002001	50	0503	000	MINDEN PUBLIC SCHOOLS	33784	16.83	16.83	0.3906	63.54					
DI	20032004	50	0503	000	MINDEN PUBLIC SCHOOLS	38131	17.31	17.31	0.3770	60.05	60	*	*	*	*
DI	20042005	50	0503	000	MINDEN PUBLIC SCHOOLS	39175	18.11	18.11	0.3710	60.80	61	*	*	*	*
DI	20052006	50	0503	000	MINDEN PUBLIC SCHOOLS	40141	18.10	18.10	0.4355	61.63	62	*	*	*	*
SC	19951996	50	0503	001	MINDEN HIGH SCHOOL	31453	18.88	18.88	0.5200	20.45					
SC	20002001	50	0503	001	MINDEN HIGH SCHOOL	33455	16.38	16.38	0.3846	24.12					
SC	20032004	50	0503	001	MINDEN HIGH SCHOOL	38969	18.52	18.52	0.4074	23.93	24	*	*	*	*
SC	20042005	50	0503	001	MINDEN HIGH SCHOOL	40198	19.62	19.62	0.3846	21.80	22	*	*	*	*
SC	20052006	50	0503	001	MINDEN HIGH SCHOOL	40454	18.88	18.88	0.5200	22.50	23	*	*	*	*
SC	19951996	50	0503	002	MINDEN EAST ELEMENTARY SCHOOL	32009	22.63	*	*	15.14					
SC	20002001	50	0503	002	MINDEN EAST ELEMENTARY SCHOOL	34224	18.18	*	*	16.40					
SC	20032004	50	0503	002	MINDEN EAST ELEMENTARY SCHOOL	36363	15.40	*	*	15.00	15	*	*	*	*
SC	20042005	50	0503	002	MINDEN EAST ELEMENTARY SCHOOL	37736	16.40	*	*	15.00	15	*	*	*	*
SC	20052006	50	0503	002	MINDEN EAST ELEMENTARY SCHOOL	38887	17.40	*	*	15.00	15	*	*	*	*
SC	19951996	50	0503	003	C L JONES MIDDLE SCHOOL	30158	16.69	16.69	0.4231	20.90					
SC	20002001	50	0503	003	C L JONES MIDDLE SCHOOL	33925	17.08	17.08	0.3846	23.02					
SC	20032004	50	0503	003	C L JONES MIDDLE SCHOOL	38656	17.70	*	*	21.12	21	*	*	*	*
SC	20042005	50	0503	003	C L JONES MIDDLE SCHOOL	39444	18.32	18.32	0.4000	22.00	22	*	*	*	*
SC	20052006	50	0503	003	C L JONES MIDDLE SCHOOL	41319	18.96	18.96	0.4000	22.13	22	*	*	*	*
SC	20042005	50	0503	005	MINDEN PUBLIC SCH SUCCESS CNTR	37995	17.00	*	*	*	*	*	*	*	*
SC	20052006	50	0503	005	MINDEN PUBLIC SCH SUCCESS CNTR	39982	18.00	*	*	*	*	*	*	*	*
SC	20042005	50	0503	006	MINDEN PUBLIC SCH PRE-SCHOOL	35367	6.00	*	*	*	*	*	*	*	*
SC	20052006	50	0503	006	MINDEN PUBLIC SCH PRE-SCHOOL	37358	7.00	*	*	*	*	*	*	*	*
DI	19951996	51	0001	000	OGALLALA PUBLIC SCHOOLS	30280	17.45	17.45	0.2667	86.35					
DI	20002001	51	0001	000	OGALLALA PUBLIC SCHOOLS	33012	16.46	16.46	0.2360	87.46					
DI	20032004	51	0001	000	OGALLALA PUBLIC SCHOOLS	37538	19.14	19.14	0.3291	78.50	78	*	*	*	*
DI	20042005	51	0001	000	OGALLALA PUBLIC SCHOOLS	40063	20.43	20.43	0.3467	74.50	74	*	*	*	*
DI	20052006	51	0001	000	OGALLALA PUBLIC SCHOOLS	40794	20.63	20.63	0.3590	76.22	75	*	*	*	*
SC	19951996	51	0001	001	OGALLALA HIGH SCHOOL	31260	19.68	19.68	0.4412	29.34					
SC	20002001	51	0001	001	OGALLALA HIGH SCHOOL	33024	16.71	16.71	0.3143	29.02					
SC	20032004	51	0001	001	OGALLALA HIGH SCHOOL	37167	19.73	19.73	0.3333	27.22	26	*	*	*	*
SC	20042005	51	0001	001	OGALLALA HIGH SCHOOL	39745	20.80	20.80	0.3667	26.50	26	*	*	*	*
SC	20052006	51	0001	001	OGALLALA HIGH SCHOOL	40033	20.97	20.97	0.4063	27.56	27	*	*	*	*
SC	19951996	51	0001	002	OGALLALA MIDDLE SCHOOL	28602	13.52	*	*	22.93					
SC	20002001	51	0001	002	OGALLALA MIDDLE SCHOOL	33469	15.74	*	*	22.82					
SC	20032004	51	0001	002	OGALLALA MIDDLE SCHOOL	37326	16.68	*	*	20.16	20	*	*	*	*
SC	20042005	51	0001	002	OGALLALA MIDDLE SCHOOL	39844	19.17	*	*	19.44	19	*	*	*	*
SC	20052006	51	0001	002	OGALLALA MIDDLE SCHOOL	40857	17.62	*	*	17.90	18	*	*	*	*
SC	19951996	51	0001	003	WEST 5TH ELEMENTARY SCHOOL	29625	16.33	*	*	*					
SC	20002001	51	0001	003	WEST 5TH ELEMENTARY SCHOOL	31168	18.55	*	*	*					
SC	20032004	51	0001	003	WEST 5TH ELEMENTARY SCHOOL	36600	22.00	*	*	*	*	*	*	*	*
SC	20042005	51	0001	003	WEST 5TH ELEMENTARY SCHOOL	38031	21.00	*	*	*	*	*	*	*	*
SC	20052006	51	0001	003	WEST 5TH ELEMENTARY SCHOOL	39544	19.89	*	*	*	*	*	*	*	*
SC	19951996	51	0001	004	PROGRESS ELEMENTARY SCHOOL	29479	17.64	*	*	*					
SC	20002001	51	0001	004	PROGRESS ELEMENTARY SCHOOL	33438	19.40	*	*	10.21					
SC	20032004	51	0001	004	PROGRESS ELEMENTARY SCHOOL	34980	19.85	*	*	10.45	10	*	*	*	*
SC	20042005	51	0001	004	PROGRESS ELEMENTARY SCHOOL	40294	23.42	*	*	10.58	11	*	*	*	*
SC	20052006	51	0001	004	PROGRESS ELEMENTARY SCHOOL	41257	21.00	*	*	11.40	11	*	*	*	*
SC	19951996	51	0001	005	PRAIRIE VIEW ELEMENTARY SCHOOL	30749	19.24	*	*	17.53					
SC	20002001	51	0001	005	PRAIRIE VIEW ELEMENTARY SCHOOL	32723	18.33	*	*	17.31					
SC	20032004	51	0001	005	PRAIRIE VIEW ELEMENTARY SCHOOL	39064	21.94	*	*	15.37	15	*	*	*	*
SC	20042005	51	0001	005	PRAIRIE VIEW ELEMENTARY SCHOOL	41667	23.00	*	*	13.14	13	*	*	*	*
SC	20052006	51	0001	005	PRAIRIE VIEW ELEMENTARY SCHOOL	43020	21.41	*	*	13.79	14	*	*	*	*
DI	19951996	51	0006	000	PAXTON CONSOLIDATED SCHOOLS	25614	15.00	*	*	19.75					
DI	20002001	51	0006	000	PAXTON CONSOLIDATED SCHOOLS	31028	14.63	*	*	19.00					
DI	20032004	51	0006	000	PAXTON CONSOLIDATED SCHOOLS	32577	16.59	*	*	18.11	17	*	*	*	*
DI	20042005	51	0006	000	PAXTON CONSOLIDATED SCHOOLS	34413	15.71	*	*	17.99	16	*	*	*	*
DI	20052006	51	0006	000	PAXTON CONSOLIDATED SCHOOLS	33960	14.95	*	*	16.87	15	*	*	*	*
SC	19951996	51	0006	001	PAXTON HIGH SCHOOL	25890	15.71	*	*	10.62					
SC	20002001	51	0006	001	PAXTON HIGH SCHOOL	30553	13.08	*	*	*					
SC	20032004	51	0006	001	PAXTON HIGH SCHOOL	31175	16.29	*	*	*	*	*	*	*	*
SC	20042005	51	0006	001	PAXTON HIGH SCHOOL	34002	17.15	*	*	*	*	*	*	*	*
SC	20052006	51	0006	001	PAXTON HIGH SCHOOL	32613	15.31	*	*	*	*	*	*	*	*
SC	19951996	51	0006	002	PAXTON ELEMENTARY SCHOOL	25737	14.17	*	*	*					
SC	20002001	51	0006	002	PAXTON ELEMENTARY SCHOOL	31359	14.92	*	*	*					
SC	20032004	51	0006	002	PAXTON ELEMENTARY SCHOOL	34040	17.75	*	*	*	*	*	*	*	*
SC	20042005	51	0006	002	PAXTON ELEMENTARY SCHOOL	34843	14.46	*	*	*	*	*	*	*	*
SC	20052006	51	0006	002	PAXTON ELEMENTARY SCHOOL	35536	15.27	*	*	*	*	*	*	*	*
DI	19951996	51	0012	000	KEYSTONE PUBLIC SCHOOL	21036	26.33	*	*	*					
DI	20002001	51	0012	000	KEYSTONE PUBLIC SCHOOL	23133	23.33	*	*	*					
DI	20032004	51	0012	000	KEYSTONE PUBLIC SCHOOL	25620	18.50	*	*	*	*	*	*	*	*
DI	20042005	51	0012	000	KEYSTONE PUBLIC SCHOOL	26388	19.50	*	*	*	*	*	*	*	*
DI	20052006	51	0012	000	KEYSTONE PUBLIC SCHOOL	27515	20.50	*	*	*	*	*	*	*	*
SC	19951996	51	0012	001	KEYSTONE PUBLIC SCHOOL	21036	26.33	*	*	*					
SC	20002001	51	0012	001	KEYSTONE PUBLIC SCHOOL	23133	23.33	*	*	*					
SC	20032004	51	0012	001	KEYSTONE PUBLIC SCHOOL	25620	18.50	*	*	*	*	*	*	*	*
SC	20042005	51	0012	001	KEYSTONE PUBLIC SCHOOL	26388	19.50	*	*	*	*	*	*	*	*
SC	20052006	51	0012	001	KEYSTONE PUBLIC SCHOOL	27515	20.50	*	*	*	*	*	*	*	*
DI	19951996	52	0001	000	PLEASANT VIEW PUBLIC SCHOOL	16901	22.50	*	*	*					
DI	20002001	52	0001	000	PLEASANT VIEW PUBLIC SCHOOL	20600	16.00	*	*	*					
DI	20032004	52	0001	000	PLEASANT VIEW PUBLIC SCHOOL	25500	15.00	*	*	*	*	*	*	*	*
DI	20042005	52	0001	000	PLEASANT VIEW PUBLIC SCHOOL	26000	16.00	*	*	*	*	*	*	*	*
DI	20052006	52	0001	000	PLEASANT VIEW PUBLIC SCHOOL	29900	17.00	*	*	*	*	*	*	*	*
SC	19951996	52	0001	001	PLEASANT VIEW PUBLIC SCHOOL	16901	22.50	*	*	*					
SC	20002001	52	0001	001	PLEASANT VIEW PUBLIC SCHOOL	20600	16.00	*	*	*					
SC	20032004	52	0001	001	PLEASANT VIEW PUBLIC SCHOOL	25500	15.00	*	*	*	*	*	*	*	*
SC	20042005	52	0001	001	PLEASANT VIEW PUBLIC SCHOOL	26000	16.00	*	*	*	*	*	*	*	*
SC	20052006	52	0001	001	PLEASANT VIEW PUBLIC SCHOOL	29900	17.00	*	*	*	*	*	*	*	*
DI	19951996	52	0003	000	MILLS PUBLIC SCHOOL	*	31.00	*	*	*					
DI	20002001	52	0003	000	MILLS PUBLIC SCHOOL	20000	11.00	*	*	*					
DI	20032004	52	0003	000	MILLS PUBLIC SCHOOL	24000	14.00	*	*	*	*	*	*	*	*
DI	20042005	52	0003	000	MILLS PUBLIC SCHOOL	23000	1.00	*	*	*	*	*	*	*	*
DI	20052006	52	0003	000	MILLS PUBLIC SCHOOL	26000	3.00	*	*	*	*	*	*	*	*
SC	19951996	52	0003	001	MILLS PUBLIC SCHOOL	*	31.00	*	*	*					
SC	20002001	52	0003	001	MILLS PUBLIC SCHOOL	*	11.00	*	*	*					
SC	20032004	52	0003	001	MILLS PUBLIC SCHOOL	24000	14.00	*	*	*	*	*	*	*	*
SC	20042005	52	0003	001	MILLS PUBLIC SCHOOL	23000	1.00	*	*	*	*	*	*	*	*
SC	20052006	52	0003	001	MILLS PUBLIC SCHOOL	26000	3.00	*	*	*	*	*	*	*	*
DI	19951996	52	0056	000	SPRING VIEW PUBLIC SCHOOL	24696	15.00	*	*	*					
DI	20002001	52	0056	000	SPRING VIEW PUBLIC SCHOOL	26792	12.75	*	*	*					
DI	20032004	52	0056	000	SPRING VIEW PUBLIC SCHOOL	29900	14.33	*	*	*	*	*	*	*	*
DI	20042005	52	0056	000	SPRING VIEW PUBLIC SCHOOL	29610	14.67	*	*	*	*	*	*	*	*
DI	20052006	52	0056	000	SPRING VIEW PUBLIC SCHOOL	34240	17.38	*	*	*	*	*	*	*	*
SC	19951996	52	0056	001	SPRING VIEW PUBLIC SCHOOL	24696	15.00	*	*	*					
SC	20002001	52	0056	001	SPRING VIEW PUBLIC SCHOOL	26792	12.75	*	*	*					
SC	20032004	52	0056	001	SPRING VIEW PUBLIC SCHOOL	29900	14.33	*	*	*	*	*	*	*	*
