Type	School Year	County	District	School	Agency Name	Average Teacher Salary	Average Years of Teaching Experience	Masters Count	Percentage of Teachers with Master's Degrees	Teacher Count	White, Not Hispanic	Black, Not Hispanic	Hispanic	Asian / Pacific Islanders	American Indian / Alaskan Native
SC	19951996	03	0032	001	ARTHUR ELEM SCH - LOWER	19000	5.00	*	*	*					
SC	20002001	03	0032	001	ARTHUR ELEM SCH - LOWER	25433	10.33	*	*	*					
SC	20032004	03	0032	001	ARTHUR ELEM SCH - LOWER	29980	10.00	*	*	*	*	*	*	*	*
SC	20042005	03	0032	001	ARTHUR ELEM SCH - LOWER	29670	11.00	*	*	*	*	*	*	*	*
SC	20052006	03	0032	001	ARTHUR ELEM SCH - LOWER	29808	12.00	*	*	*	*	*	*	*	*
SC	20032004	03	0032	002	ARTHUR ELEM SCH-MIDDLE/UPPER	26830	9.00	*	*	*	*	*	*	*	*
SC	20042005	03	0032	002	ARTHUR ELEM SCH-MIDDLE/UPPER	27305	10.00	*	*	*	*	*	*	*	*
SC	20052006	03	0032	002	ARTHUR ELEM SCH-MIDDLE/UPPER	28404	11.00	*	*	*	*	*	*	*	*
DI	19951996	03	0500	000	ARTHUR COUNTY HIGH SCHOOL	22662	14.91	*	*	*					
DI	20002001	03	0500	000	ARTHUR COUNTY HIGH SCHOOL	29432	15.70	*	*	*					
DI	20032004	03	0500	000	ARTHUR COUNTY HIGH SCHOOL	32675	15.60	*	*	*	*	*	*	*	*
DI	20042005	03	0500	000	ARTHUR COUNTY HIGH SCHOOL	33383	16.60	*	*	*	*	*	*	*	*
DI	20052006	03	0500	000	ARTHUR COUNTY HIGH SCHOOL	34737	19.60	*	*	*	*	*	*	*	*
SC	19951996	03	0500	001	ARTHUR COUNTY HIGH SCHOOL	22662	14.91	*	*	*					
SC	20002001	03	0500	001	ARTHUR COUNTY HIGH SCHOOL	29432	15.70	*	*	*					
SC	20032004	03	0500	001	ARTHUR COUNTY HIGH SCHOOL	32675	15.60	*	*	*	*	*	*	*	*
SC	20042005	03	0500	001	ARTHUR COUNTY HIGH SCHOOL	33383	16.60	*	*	*	*	*	*	*	*
SC	20052006	03	0500	001	ARTHUR COUNTY HIGH SCHOOL	34737	19.60	*	*	*	*	*	*	*	*
DI	19951996	04	0001	000	BANNER COUNTY PUBLIC SCHOOLS	26502	12.25	*	*	17.95					
DI	20002001	04	0001	000	BANNER COUNTY PUBLIC SCHOOLS	28436	13.35	*	*	17.38					
DI	20032004	04	0001	000	BANNER COUNTY PUBLIC SCHOOLS	33205	16.14	*	*	19.10	19	*	*	*	*
DI	20042005	04	0001	000	BANNER COUNTY PUBLIC SCHOOLS	34891	17.00	*	*	18.25	18	*	*	*	*
DI	20052006	04	0001	000	BANNER COUNTY PUBLIC SCHOOLS	35503	17.80	*	*	18.25	18	*	*	*	*
SC	19951996	04	0001	001	BANNER COUNTY HIGH SCHOOL	26355	11.31	*	*	*					
SC	20002001	04	0001	001	BANNER COUNTY HIGH SCHOOL	27728	13.08	*	*	*					
SC	20032004	04	0001	001	BANNER COUNTY HIGH SCHOOL	32991	17.33	*	*	10.13	10	*	*	*	*
SC	20042005	04	0001	001	BANNER COUNTY HIGH SCHOOL	34093	17.00	*	*	*	*	*	*	*	*
SC	20052006	04	0001	001	BANNER COUNTY HIGH SCHOOL	34849	18.08	*	*	*	*	*	*	*	*
SC	19951996	04	0001	002	BANNER COUNTY ELEMENTARY SCH	26533	13.36	*	*	*					
SC	20002001	04	0001	002	BANNER COUNTY ELEMENTARY SCH	29483	13.60	*	*	*					
SC	20032004	04	0001	002	BANNER COUNTY ELEMENTARY SCH	32874	14.00	*	*	*	*	*	*	*	*
SC	20042005	04	0001	002	BANNER COUNTY ELEMENTARY SCH	34391	13.45	*	*	*	*	*	*	*	*
SC	20052006	04	0001	002	BANNER COUNTY ELEMENTARY SCH	34664	14.09	*	*	*	*	*	*	*	*
DI	19951996	05	0071	000	SANDHILLS PUBLIC SCHOOLS	28602	12.63	*	*	19.31					
DI	20002001	05	0071	000	SANDHILLS PUBLIC SCHOOLS	29382	15.10	*	*	17.72					
DI	20032004	05	0071	000	SANDHILLS PUBLIC SCHOOLS	33092	15.14	*	*	19.27	19	*	*	*	*
DI	20042005	05	0071	000	SANDHILLS PUBLIC SCHOOLS	32590	15.23	*	*	19.15	19	*	*	*	*
DI	20052006	05	0071	000	SANDHILLS PUBLIC SCHOOLS	32687	14.55	*	*	18.69	19	*	*	*	*
SC	19951996	05	0071	001	HIGH SCHOOL AT DUNNING	29287	13.38	*	*	11.15					
SC	20002001	05	0071	001	HIGH SCHOOL AT DUNNING	29645	15.67	*	*	*					
SC	20032004	05	0071	001	HIGH SCHOOL AT DUNNING	33472	17.54	*	*	10.96	11	*	*	*	*
SC	20042005	05	0071	001	HIGH SCHOOL AT DUNNING	33505	18.08	*	*	10.50	11	*	*	*	*
SC	20052006	05	0071	001	HIGH SCHOOL AT DUNNING	32587	16.58	*	*	10.00	10	*	*	*	*
SC	19951996	05	0071	002	ELEMENTARY SCHOOL AT HALSEY	28502	11.73	*	*	*					
SC	20002001	05	0071	002	ELEMENTARY SCHOOL AT HALSEY	30117	14.36	*	*	*					
SC	20032004	05	0071	002	ELEMENTARY SCHOOL AT HALSEY	32824	13.00	*	*	*	*	*	*	*	*
SC	20042005	05	0071	002	ELEMENTARY SCHOOL AT HALSEY	32359	13.00	*	*	*	*	*	*	*	*
SC	20052006	05	0071	002	ELEMENTARY SCHOOL AT HALSEY	33526	13.85	*	*	*	*	*	*	*	*
DI	20032004	06	0001	000	BOONE CENTRAL SCHOOLS	39793	19.07	19.07	0.1724	54.30	54	*	*	*	*
DI	20042005	06	0001	000	BOONE CENTRAL SCHOOLS	41442	20.59	20.59	0.2963	50.34	50	*	*	*	*
DI	20052006	06	0001	000	BOONE CENTRAL SCHOOLS	41200	20.49	20.49	0.3019	50.48	50	*	*	*	*
SC	20032004	06	0001	001	BOONE CENTRAL HIGH SCHOOL	40444	19.96	*	*	22.31	22	*	*	*	*
SC	20042005	06	0001	001	BOONE CENTRAL HIGH SCHOOL	41690	21.48	*	*	22.96	23	*	*	*	*
SC	20052006	06	0001	001	BOONE CENTRAL HIGH SCHOOL	40718	20.15	*	*	23.62	24	*	*	*	*
SC	20032004	06	0001	002	BOONE CENTRAL ELEM-ALBION	40399	20.26	*	*	18.39	18	*	*	*	*
SC	20042005	06	0001	002	BOONE CENTRAL ELEM-ALBION	40928	20.44	*	*	16.39	16	*	*	*	*
SC	20052006	06	0001	002	BOONE CENTRAL ELEM-ALBION	41294	19.89	*	*	17.40	17	*	*	*	*
SC	20032004	06	0001	004	BOONE CENTRAL MIDDLE SCHOOL	38916	17.50	*	*	*	*	*	*	*	*
SC	20042005	06	0001	004	BOONE CENTRAL MIDDLE SCHOOL	41862	19.35	*	*	10.99	11	*	*	*	*
SC	20052006	06	0001	004	BOONE CENTRAL MIDDLE SCHOOL	39918	18.71	*	*	*	*	*	*	*	*
DI	19951996	06	0006	000	CEDAR RAPIDS PUBLIC SCHOOLS	25469	14.13	*	*	20.74					
DI	20002001	06	0006	000	CEDAR RAPIDS PUBLIC SCHOOLS	27110	13.43	*	*	19.50					
DI	20032004	06	0006	000	CEDAR RAPIDS PUBLIC SCHOOLS	32974	15.62	*	*	17.57	18	*	*	*	*
DI	20042005	06	0006	000	CEDAR RAPIDS PUBLIC SCHOOLS	35389	17.74	*	*	15.09	15	*	*	*	*
DI	20052006	06	0006	000	CEDAR RAPIDS PUBLIC SCHOOLS	35593	16.71	*	*	14.99	15	*	*	*	*
SC	19951996	06	0006	001	CEDAR RAPIDS JR-SR HIGH	26844	15.29	*	*	11.76					
SC	20002001	06	0006	001	CEDAR RAPIDS JR-SR HIGH	27457	13.87	*	*	11.20					
SC	20032004	06	0006	001	CEDAR RAPIDS JR-SR HIGH	33027	15.29	*	*	*	10	*	*	*	*
SC	20042005	06	0006	001	CEDAR RAPIDS JR-SR HIGH	34946	16.36	*	*	*	10	*	*	*	*
SC	20052006	06	0006	001	CEDAR RAPIDS JR-SR HIGH	34816	15.62	*	*	*	10	*	*	*	*
SC	19951996	06	0006	002	CEDAR RAPIDS ELEMENTARY SCH	24618	12.71	*	*	*					
SC	20002001	06	0006	002	CEDAR RAPIDS ELEMENTARY SCH	25124	9.91	*	*	*					
SC	20032004	06	0006	002	CEDAR RAPIDS ELEMENTARY SCH	31422	15.10	*	*	*	*	*	*	*	*
SC	20042005	06	0006	002	CEDAR RAPIDS ELEMENTARY SCH	35739	17.78	*	*	*	*	*	*	*	*
SC	20052006	06	0006	002	CEDAR RAPIDS ELEMENTARY SCH	35730	14.00	*	*	*	*	*	*	*	*
DI	19951996	06	0017	000	ST EDWARD PUBLIC SCHOOLS	23661	11.23	*	*	20.89					
DI	20002001	06	0017	000	ST EDWARD PUBLIC SCHOOLS	27423	14.40	*	*	18.65					
DI	20032004	06	0017	000	ST EDWARD PUBLIC SCHOOLS	31939	15.82	*	*	21.50	22	*	*	*	*
DI	20042005	06	0017	000	ST EDWARD PUBLIC SCHOOLS	32803	17.05	*	*	21.00	21	*	*	*	*
DI	20052006	06	0017	000	ST EDWARD PUBLIC SCHOOLS	32128	15.32	*	*	21.50	22	*	*	*	*
SC	19951996	06	0017	001	ST EDWARD HIGH SCHOOL	22799	11.50	*	*	11.45					
SC	20002001	06	0017	001	ST EDWARD HIGH SCHOOL	26736	14.09	*	*	*					
SC	20032004	06	0017	001	ST EDWARD HIGH SCHOOL	31203	15.08	*	*	11.30	11	*	*	*	*
SC	20042005	06	0017	001	ST EDWARD HIGH SCHOOL	31490	15.71	*	*	11.80	12	*	*	*	*
SC	20052006	06	0017	001	ST EDWARD HIGH SCHOOL	30760	14.54	*	*	11.30	11	*	*	*	*
SC	19951996	06	0017	002	ST EDWARD ELEMENTARY SCHOOL	23929	10.92	*	*	*					
SC	20002001	06	0017	002	ST EDWARD ELEMENTARY SCHOOL	27900	15.42	*	*	*					
SC	20032004	06	0017	002	ST EDWARD ELEMENTARY SCHOOL	32698	17.25	*	*	10.20	10	*	*	*	*
SC	20042005	06	0017	002	ST EDWARD ELEMENTARY SCHOOL	34155	19.36	*	*	*	*	*	*	*	*
SC	20052006	06	0017	002	ST EDWARD ELEMENTARY SCHOOL	32565	14.58	*	*	10.20	10	*	*	*	*
DI	19951996	06	0057	000	SHELL CREEK PUBLIC SCHOOL	20241	26.50	*	*	*					
DI	20002001	06	0057	000	SHELL CREEK PUBLIC SCHOOL	23432	47.00	*	*	*					
DI	20032004	06	0057	000	SHELL CREEK PUBLIC SCHOOL	25500	2.00	*	*	*	*	*	*	*	*
DI	20042005	06	0057	000	SHELL CREEK PUBLIC SCHOOL	23500	3.00	*	*	*	*	*	*	*	*
DI	20052006	06	0057	000	SHELL CREEK PUBLIC SCHOOL	25000	4.00	*	*	*	*	*	*	*	*
SC	19951996	06	0057	001	SHELL CREEK PUBLIC SCHOOL	20241	26.50	*	*	*					
SC	20002001	06	0057	001	SHELL CREEK PUBLIC SCHOOL	*	47.00	*	*	*					
SC	20032004	06	0057	001	SHELL CREEK PUBLIC SCHOOL	25500	2.00	*	*	*	*	*	*	*	*
SC	20042005	06	0057	001	SHELL CREEK PUBLIC SCHOOL	23500	3.00	*	*	*	*	*	*	*	*
SC	20052006	06	0057	001	SHELL CREEK PUBLIC SCHOOL	25000	4.00	*	*	*	*	*	*	*	*
DI	19951996	06	0060	000	SOUTH AKRON PUBLIC SCHOOL	*	1.00	*	*	*					
DI	20002001	06	0060	000	SOUTH AKRON PUBLIC SCHOOL	21400	8.67	*	*	*					
DI	20032004	06	0060	000	SOUTH AKRON PUBLIC SCHOOL	26592	11.50	*	*	*	*	*	*	*	*
DI	20042005	06	0060	000	SOUTH AKRON PUBLIC SCHOOL	25796	12.50	*	*	*	*	*	*	*	*
DI	20052006	06	0060	000	SOUTH AKRON PUBLIC SCHOOL	27424	19.50	*	*	*	*	*	*	*	*
SC	19951996	06	0060	001	SOUTH AKRON PUBLIC SCHOOL	*	1.00	*	*	*					
SC	20002001	06	0060	001	SOUTH AKRON PUBLIC SCHOOL	21400	8.67	*	*	*					
SC	20032004	06	0060	001	SOUTH AKRON PUBLIC SCHOOL	26592	11.50	*	*	*	*	*	*	*	*
SC	20042005	06	0060	001	SOUTH AKRON PUBLIC SCHOOL	25796	12.50	*	*	*	*	*	*	*	*
SC	20052006	06	0060	001	SOUTH AKRON PUBLIC SCHOOL	27424	19.50	*	*	*	*	*	*	*	*
DI	19951996	07	0006	000	ALLIANCE PUBLIC SCHOOLS	30616	15.14	15.14	0.4178	142.50					
DI	20002001	07	0006	000	ALLIANCE PUBLIC SCHOOLS	34440	16.45	16.45	0.4178	145.50					
DI	20032004	07	0006	000	ALLIANCE PUBLIC SCHOOLS	37464	18.15	18.15	0.4219	127.05	125	*	*	*	*
DI	20042005	07	0006	000	ALLIANCE PUBLIC SCHOOLS	38120	18.69	18.69	0.4219	127.75	127	*	*	*	*
DI	20052006	07	0006	000	ALLIANCE PUBLIC SCHOOLS	38305	19.05	19.05	0.4309	122.75	121	*	*	*	*
SC	19951996	07	0006	001	ALLIANCE HIGH SCHOOL	32243	16.47	16.47	0.6122	47.60					
SC	20002001	07	0006	001	ALLIANCE HIGH SCHOOL	36168	17.92	17.92	0.5714	48.00					
SC	20032004	07	0006	001	ALLIANCE HIGH SCHOOL	39246	19.16	19.16	0.6279	43.00	43	*	*	*	*
SC	20042005	07	0006	001	ALLIANCE HIGH SCHOOL	39924	19.67	19.67	0.6279	43.00	43	*	*	*	*
SC	20052006	07	0006	001	ALLIANCE HIGH SCHOOL	39637	19.59	19.59	0.6591	43.25	43	*	*	*	*
SC	19951996	07	0006	002	ALLIANCE MIDDLE SCHOOL	29039	10.79	10.79	0.2564	37.75					
SC	20002001	07	0006	002	ALLIANCE MIDDLE SCHOOL	34683	15.25	15.25	0.4167	36.00					
SC	20032004	07	0006	002	ALLIANCE MIDDLE SCHOOL	36863	17.82	17.82	0.3333	37.20	37	*	*	*	*
SC	20042005	07	0006	002	ALLIANCE MIDDLE SCHOOL	37072	17.93	17.93	0.3182	39.43	39	*	*	*	*
SC	20052006	07	0006	002	ALLIANCE MIDDLE SCHOOL	37649	19.30	19.30	0.3488	37.43	36	*	*	*	*
SC	19951996	07	0006	004	EMERSON ELEMENTARY SCHOOL	29907	16.00	*	*	19.00					
SC	20002001	07	0006	004	EMERSON ELEMENTARY SCHOOL	33106	15.39	*	*	18.70					
SC	20032004	07	0006	004	EMERSON ELEMENTARY SCHOOL	36220	16.56	*	*	22.05	21	*	*	*	*
SC	20042005	07	0006	004	EMERSON ELEMENTARY SCHOOL	36822	17.04	*	*	20.76	21	*	*	*	*
SC	20052006	07	0006	004	EMERSON ELEMENTARY SCHOOL	37350	18.04	*	*	21.76	22	*	*	*	*
SC	19951996	07	0006	005	GRANDVIEW ELEMENTARY SCHOOL	30025	16.20	*	*	19.25					
SC	20002001	07	0006	005	GRANDVIEW ELEMENTARY SCHOOL	32245	14.43	*	*	22.30					
SC	20032004	07	0006	005	GRANDVIEW ELEMENTARY SCHOOL	36945	19.58	*	*	21.80	21	*	*	*	*
SC	20042005	07	0006	005	GRANDVIEW ELEMENTARY SCHOOL	37925	20.23	20.23	0.3846	22.81	22	*	*	*	*
SC	20052006	07	0006	005	GRANDVIEW ELEMENTARY SCHOOL	36979	19.20	*	*	18.56	18	*	*	*	*
SC	19951996	07	0006	006	ALLIANCE EARLY CHILD ED PROG	*	17.00	*	*	*					
SC	20002001	07	0006	006	ALLIANCE EARLY CHILD ED PROG	37093	17.33	*	*	*					
SC	20032004	07	0006	006	ALLIANCE EARLY CHILD ED PROG	37504	22.75	*	*	*	*	*	*	*	*
SC	20042005	07	0006	006	ALLIANCE EARLY CHILD ED PROG	38129	20.50	*	*	*	*	*	*	*	*
SC	20052006	07	0006	006	ALLIANCE EARLY CHILD ED PROG	39183	21.50	*	*	*	*	*	*	*	*
DI	19951996	07	0010	000	HEMINGFORD PUBLIC SCHOOLS	26685	13.26	*	*	31.09					
DI	20002001	07	0010	000	HEMINGFORD PUBLIC SCHOOLS	30946	11.68	*	*	36.50					
DI	20032004	07	0010	000	HEMINGFORD PUBLIC SCHOOLS	35460	13.22	13.22	0.2683	36.76	37	*	*	*	*
DI	20042005	07	0010	000	HEMINGFORD PUBLIC SCHOOLS	35939	13.46	13.46	0.2821	34.87	35	*	*	*	*
DI	20052006	07	0010	000	HEMINGFORD PUBLIC SCHOOLS	37409	14.00	*	*	32.10	32	*	*	*	*
SC	19951996	07	0010	001	HEMINGFORD HIGH SCHOOL	26662	12.35	*	*	16.44					
SC	20002001	07	0010	001	HEMINGFORD HIGH SCHOOL	30391	8.95	*	*	17.65					
SC	20032004	07	0010	001	HEMINGFORD HIGH SCHOOL	35619	13.32	13.32	0.4000	18.35	18	*	*	*	*
SC	20042005	07	0010	001	HEMINGFORD HIGH SCHOOL	35945	13.67	13.67	0.4167	18.21	18	*	*	*	*
SC	20052006	07	0010	001	HEMINGFORD HIGH SCHOOL	37211	14.86	*	*	16.81	17	*	*	*	*
SC	19951996	07	0010	002	HEMINGFORD ELEMENTARY SCHOOL	25943	14.28	*	*	14.65					
SC	20002001	07	0010	002	HEMINGFORD ELEMENTARY SCHOOL	31036	13.90	*	*	18.85					
SC	20032004	07	0010	002	HEMINGFORD ELEMENTARY SCHOOL	35266	12.35	*	*	18.41	18	*	*	*	*
SC	20042005	07	0010	002	HEMINGFORD ELEMENTARY SCHOOL	36169	13.68	*	*	16.66	17	*	*	*	*
SC	20052006	07	0010	002	HEMINGFORD ELEMENTARY SCHOOL	37106	12.19	*	*	15.29	15	*	*	*	*
DI	19951996	07	0025	000	EASTPOINT PUBLIC SCHOOL	23551	7.00	*	*	*					
DI	20002001	07	0025	000	EASTPOINT PUBLIC SCHOOL	21938	4.00	*	*	*					
DI	20032004	07	0025	000	EASTPOINT PUBLIC SCHOOL	26400	8.00	*	*	*	*	*	*	*	*
DI	20042005	07	0025	000	EASTPOINT PUBLIC SCHOOL	25333	8.00	*	*	*	*	*	*	*	*
DI	20052006	07	0025	000	EASTPOINT PUBLIC SCHOOL	24533	9.33	*	*	*	*	*	*	*	*
SC	19951996	07	0025	001	EASTPOINT PUBLIC SCHOOL	23551	7.00	*	*	*					
SC	20002001	07	0025	001	EASTPOINT PUBLIC SCHOOL	22900	4.00	*	*	*					
SC	20032004	07	0025	001	EASTPOINT PUBLIC SCHOOL	26400	8.00	*	*	*	*	*	*	*	*
SC	20042005	07	0025	001	EASTPOINT PUBLIC SCHOOL	25333	8.00	*	*	*	*	*	*	*	*
SC	20052006	07	0025	001	EASTPOINT PUBLIC SCHOOL	24533	9.33	*	*	*	*	*	*	*	*
DI	19951996	07	0039	000	DIST 039 - BOX BUTTE COUNTY	18960	7.25	*	*	*					
DI	20002001	07	0039	000	DIST 039 - BOX BUTTE COUNTY	23250	13.20	*	*	*					
DI	20032004	07	0039	000	DIST 039 - BOX BUTTE COUNTY	24333	9.00	*	*	*	*	*	*	*	*
DI	20042005	07	0039	000	DIST 039 - BOX BUTTE COUNTY	26375	13.00	*	*	*	*	*	*	*	*
DI	20052006	07	0039	000	DIST 039 - BOX BUTTE COUNTY	30000	19.00	*	*	*	*	*	*	*	*
SC	19951996	07	0039	001	DIST 039 - BOX BUTTE COUNTY	18960	7.25	*	*	*					
SC	20002001	07	0039	001	DIST 039 - BOX BUTTE COUNTY	23250	8.50	*	*	*					
SC	20032004	07	0039	001	DIST 039 - BOX BUTTE COUNTY	24333	9.00	*	*	*	*	*	*	*	*
SC	20042005	07	0039	001	DIST 039 - BOX BUTTE COUNTY	26375	13.00	*	*	*	*	*	*	*	*
SC	20052006	07	0039	001	DIST 039 - BOX BUTTE COUNTY	30000	19.00	*	*	*	*	*	*	*	*
DI	19951996	07	0042	000	DIST 042 - BOX BUTTE COUNTY	19711	13.33	*	*	*					
DI	20002001	07	0042	000	DIST 042 - BOX BUTTE COUNTY	26987	15.75	*	*	*					
DI	20032004	07	0042	000	DIST 042 - BOX BUTTE COUNTY	29533	19.25	*	*	*	*	*	*	*	*
DI	20042005	07	0042	000	DIST 042 - BOX BUTTE COUNTY	30791	20.25	*	*	*	*	*	*	*	*
DI	20052006	07	0042	000	DIST 042 - BOX BUTTE COUNTY	32053	13.33	*	*	*	*	*	*	*	*
SC	19951996	07	0042	001	DIST 042 - BOX BUTTE COUNTY	19711	13.33	*	*	*					
SC	20002001	07	0042	001	DIST 042 - BOX BUTTE COUNTY	26987	15.75	*	*	*					
SC	20032004	07	0042	001	DIST 042 - BOX BUTTE COUNTY	29533	19.25	*	*	*	*	*	*	*	*
SC	20042005	07	0042	001	DIST 042 - BOX BUTTE COUNTY	30791	20.25	*	*	*	*	*	*	*	*
SC	20052006	07	0042	001	DIST 042 - BOX BUTTE COUNTY	32053	13.33	*	*	*	*	*	*	*	*
DI	19951996	07	0044	000	DIST 044 - BOX BUTTE COUNTY	22378	7.25	*	*	*					
DI	20002001	07	0044	000	DIST 044 - BOX BUTTE COUNTY	24425	23.20	*	*	*					
DI	20032004	07	0044	000	DIST 044 - BOX BUTTE COUNTY	24073	20.43	*	*	*	*	*	*	*	*
DI	20042005	07	0044	000	DIST 044 - BOX BUTTE COUNTY	28559	17.29	*	*	*	*	*	*	*	*
DI	20052006	07	0044	000	DIST 044 - BOX BUTTE COUNTY	27875	19.50	*	*	*	*	*	*	*	*
SC	19951996	07	0044	001	DIST 044 - BOX BUTTE COUNTY	22378	7.25	*	*	*					
SC	20002001	07	0044	001	DIST 044 - BOX BUTTE COUNTY	24425	23.20	*	*	*					
SC	20032004	07	0044	001	DIST 044 - BOX BUTTE COUNTY	24073	20.43	*	*	*	*	*	*	*	*
SC	20042005	07	0044	001	DIST 044 - BOX BUTTE COUNTY	28559	17.29	*	*	*	*	*	*	*	*
SC	20052006	07	0044	001	DIST 044 - BOX BUTTE COUNTY	27875	19.50	*	*	*	*	*	*	*	*
DI	19951996	08	0036	000	LYNCH PUBLIC SCHOOLS	24183	11.00	*	*	16.12					
DI	20002001	08	0036	000	LYNCH PUBLIC SCHOOLS	29316	16.38	*	*	14.62					
DI	20042005	08	0036	000	LYNCH PUBLIC SCHOOLS	33503	17.38	*	*	14.48	14	*	*	*	*
DI	20052006	08	0036	000	LYNCH PUBLIC SCHOOLS	34485	18.38	*	*	14.00	14	*	*	*	*
SC	19951996	08	0036	001	LYNCH SECONDARY SCHOOL	23712	10.92	*	*	10.95					
SC	20002001	08	0036	001	LYNCH SECONDARY SCHOOL	27703	16.17	*	*	*					
SC	20042005	08	0036	001	LYNCH SECONDARY SCHOOL	32791	17.25	*	*	*	*	*	*	*	*
SC	20052006	08	0036	001	LYNCH SECONDARY SCHOOL	33880	18.25	*	*	*	*	*	*	*	*
SC	19951996	08	0036	002	LYNCH ELEMENTARY SCHOOL	23295	11.13	*	*	*					
SC	20002001	08	0036	002	LYNCH ELEMENTARY SCHOOL	30218	15.40	*	*	*					
SC	20042005	08	0036	002	LYNCH ELEMENTARY SCHOOL	32428	13.89	*	*	*	*	*	*	*	*
SC	20052006	08	0036	002	LYNCH ELEMENTARY SCHOOL	33119	14.89	*	*	*	*	*	*	*	*
DI	20032004	08	2002	000	WEST BOYD UNIFIED SYSTEM	33785	18.87	*	*	36.92	37	*	*	*	*
DI	20042005	08	2002	000	WEST BOYD UNIFIED SYSTEM	35911	18.86	*	*	34.79	35	*	*	*	*
DI	20052006	08	2002	000	WEST BOYD UNIFIED SYSTEM	36662	19.59	*	*	31.34	31	*	*	*	*
SC	20032004	08	2002	001	BUTTE HIGH SCHOOL	32969	19.17	*	*	*	*	*	*	*	*
SC	20042005	08	2002	001	BUTTE HIGH SCHOOL	35743	20.15	*	*	*	*	*	*	*	*
SC	20052006	08	2002	001	BUTTE HIGH SCHOOL	36314	21.18	*	*	*	*	*	*	*	*
SC	20032004	08	2002	002	SPENCER/NAPER HIGH SCHOOL	33735	18.80	*	*	11.97	12	*	*	*	*
SC	20042005	08	2002	002	SPENCER/NAPER HIGH SCHOOL	36735	19.80	*	*	11.72	12	*	*	*	*
SC	20052006	08	2002	002	SPENCER/NAPER HIGH SCHOOL	36630	20.43	*	*	11.47	11	*	*	*	*
SC	20032004	08	2002	003	BUTTE ELEMENTARY SCHOOL	33652	18.09	*	*	*	*	*	*	*	*
SC	20042005	08	2002	003	BUTTE ELEMENTARY SCHOOL	35948	17.10	*	*	*	*	*	*	*	*
SC	20052006	08	2002	003	BUTTE ELEMENTARY SCHOOL	36960	19.10	*	*	*	*	*	*	*	*
SC	20032004	08	2002	004	SPENCER ELEMENTARY SCHOOL	35271	19.00	*	*	*	*	*	*	*	*
SC	20042005	08	2002	004	SPENCER ELEMENTARY SCHOOL	37494	18.90	*	*	*	*	*	*	*	*
SC	20052006	08	2002	004	SPENCER ELEMENTARY SCHOOL	35887	16.00	*	*	*	*	*	*	*	*
DI	19951996	09	0003	000	RAVEN PUBLIC SCHOOL	23533	14.33	*	*	*					
DI	20002001	09	0003	000	RAVEN PUBLIC SCHOOL	24720	12.00	*	*	*					
DI	20032004	09	0003	000	RAVEN PUBLIC SCHOOL	27810	12.50	*	*	*	*	*	*	*	*
DI	20042005	09	0003	000	RAVEN PUBLIC SCHOOL	28230	13.50	*	*	*	*	*	*	*	*
DI	20052006	09	0003	000	RAVEN PUBLIC SCHOOL	30000	7.00	*	*	*	*	*	*	*	*
SC	19951996	09	0003	001	RAVEN PUBLIC SCHOOL	23533	14.33	*	*	*					
SC	20002001	09	0003	001	RAVEN PUBLIC SCHOOL	24720	10.00	*	*	*					
SC	20032004	09	0003	001	RAVEN PUBLIC SCHOOL	27810	12.50	*	*	*	*	*	*	*	*
SC	20042005	09	0003	001	RAVEN PUBLIC SCHOOL	28230	13.50	*	*	*	*	*	*	*	*
SC	20052006	09	0003	001	RAVEN PUBLIC SCHOOL	30000	7.00	*	*	*	*	*	*	*	*
DI	19951996	09	0007	000	HIGHLAND GROVE PUBLIC SCHOOL	20608	5.00	*	*	*					
DI	20002001	09	0007	000	HIGHLAND GROVE PUBLIC SCHOOL	19425	7.50	*	*	*					
DI	20032004	09	0007	000	HIGHLAND GROVE PUBLIC SCHOOL	26500	10.50	*	*	*	*	*	*	*	*
DI	20042005	09	0007	000	HIGHLAND GROVE PUBLIC SCHOOL	26500	18.00	*	*	*	*	*	*	*	*
DI	20052006	09	0007	000	HIGHLAND GROVE PUBLIC SCHOOL	27000	19.00	*	*	*	*	*	*	*	*
SC	19951996	09	0007	001	HIGHLAND GROVE PUBLIC SCHOOL	20608	5.00	*	*	*					
SC	20002001	09	0007	001	HIGHLAND GROVE PUBLIC SCHOOL	19425	7.50	*	*	*					
SC	20032004	09	0007	001	HIGHLAND GROVE PUBLIC SCHOOL	26500	10.50	*	*	*	*	*	*	*	*
SC	20042005	09	0007	001	HIGHLAND GROVE PUBLIC SCHOOL	26500	18.00	*	*	*	*	*	*	*	*
SC	20052006	09	0007	001	HIGHLAND GROVE PUBLIC SCHOOL	27000	19.00	*	*	*	*	*	*	*	*
DI	19951996	09	0010	000	AINSWORTH COMMUNITY SCHOOLS	29939	14.63	14.63	0.1408	44.50					
DI	20002001	09	0010	000	AINSWORTH COMMUNITY SCHOOLS	35485	17.88	*	*	40.18					
DI	20032004	09	0010	000	AINSWORTH COMMUNITY SCHOOLS	36750	20.26	20.26	0.3043	44.30	43	*	*	*	*
DI	20042005	09	0010	000	AINSWORTH COMMUNITY SCHOOLS	37892	20.05	20.05	0.3023	41.90	41	*	*	*	*
DI	20052006	09	0010	000	AINSWORTH COMMUNITY SCHOOLS	39634	20.05	20.05	0.3256	41.90	41	*	*	*	*
