"CoDist","DistName","CoDistSch","SchName","Grade","FWNH","MWNH","FAPI","MAPI","FH","MH","FAIA","MAIA","FBNH","MBNH","Ftotal","Mtotal","TOTAL"
"40-0012","ALDA PUBLIC SCHOOL","40-0012-001","ALDA PUBLIC SCHOOL","01",3.00,1.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,6.00,1.00,7.00
"40-0012","ALDA PUBLIC SCHOOL","40-0012-001","ALDA PUBLIC SCHOOL","02",3.00,4.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,5.00,6.00,11.00
"40-0012","ALDA PUBLIC SCHOOL","40-0012-001","ALDA PUBLIC SCHOOL","03",2.00,3.00,0.00,0.00,4.00,2.00,0.00,0.00,0.00,0.00,6.00,5.00,11.00
"40-0012","ALDA PUBLIC SCHOOL","40-0012-001","ALDA PUBLIC SCHOOL","04",2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,5.00
"40-0012","ALDA PUBLIC SCHOOL","40-0012-001","ALDA PUBLIC SCHOOL","05",1.00,2.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,6.00,2.00,8.00
"40-0012","ALDA PUBLIC SCHOOL","40-0012-001","ALDA PUBLIC SCHOOL","06",3.00,3.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00,4.00,7.00
"40-0016","PLAINVIEW PUBLIC SCHOOL","40-0016-001","PLAINVIEW PUBLIC SCHOOL","K",2.00,3.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,4.00,6.00
"40-0016","PLAINVIEW PUBLIC SCHOOL","40-0016-001","PLAINVIEW PUBLIC SCHOOL","01",0.00,3.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00
"40-0016","PLAINVIEW PUBLIC SCHOOL","40-0016-001","PLAINVIEW PUBLIC SCHOOL","02",1.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,3.00,4.00
"40-0016","PLAINVIEW PUBLIC SCHOOL","40-0016-001","PLAINVIEW PUBLIC SCHOOL","03",1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,4.00
"40-0016","PLAINVIEW PUBLIC SCHOOL","40-0016-001","PLAINVIEW PUBLIC SCHOOL","04",5.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,4.00,9.00
"40-0016","PLAINVIEW PUBLIC SCHOOL","40-0016-001","PLAINVIEW PUBLIC SCHOOL","05",3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,6.00
"40-0016","PLAINVIEW PUBLIC SCHOOL","40-0016-001","PLAINVIEW PUBLIC SCHOOL","06",3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,6.00
"40-0082","NORTHWEST HIGH SCHOOL","40-0082-001","NORTHWEST HIGH SCHOOL","09",75.00,85.00,1.00,0.00,6.00,3.00,0.00,0.00,0.00,0.00,82.00,88.00,170.00
"40-0082","NORTHWEST HIGH SCHOOL","40-0082-001","NORTHWEST HIGH SCHOOL","10",63.00,72.00,0.00,3.00,1.00,4.00,1.00,0.00,1.00,0.00,66.00,79.00,145.00
"40-0082","NORTHWEST HIGH SCHOOL","40-0082-001","NORTHWEST HIGH SCHOOL","11",88.00,96.00,1.00,1.00,3.00,5.00,0.00,0.00,0.00,0.00,92.00,102.00,194.00
"40-0082","NORTHWEST HIGH SCHOOL","40-0082-001","NORTHWEST HIGH SCHOOL","12",79.00,88.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,80.00,90.00,170.00
"40-0083","WOOD RIVER RURAL HIGH SCHOOL","40-0083-001","WOOD RIVER RURAL HIGH SCHOOL","07",15.00,16.00,0.00,0.00,3.00,6.00,0.00,0.00,0.00,0.00,18.00,22.00,40.00
"40-0083","WOOD RIVER RURAL HIGH SCHOOL","40-0083-001","WOOD RIVER RURAL HIGH SCHOOL","08",18.00,33.00,1.00,0.00,1.00,4.00,0.00,0.00,0.00,0.00,20.00,37.00,57.00
"40-0083","WOOD RIVER RURAL HIGH SCHOOL","40-0083-001","WOOD RIVER RURAL HIGH SCHOOL","09",20.00,17.00,0.00,0.00,3.00,3.00,0.00,0.00,0.00,0.00,23.00,20.00,43.00
"40-0083","WOOD RIVER RURAL HIGH SCHOOL","40-0083-001","WOOD RIVER RURAL HIGH SCHOOL","10",23.00,20.00,1.00,0.00,2.00,2.00,0.00,0.00,1.00,0.00,27.00,22.00,49.00
"40-0083","WOOD RIVER RURAL HIGH SCHOOL","40-0083-001","WOOD RIVER RURAL HIGH SCHOOL","11",13.00,16.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,15.00,18.00,33.00
"40-0083","WOOD RIVER RURAL HIGH SCHOOL","40-0083-001","WOOD RIVER RURAL HIGH SCHOOL","12",23.00,16.00,0.00,0.00,3.00,1.00,0.00,0.00,0.00,0.00,26.00,17.00,43.00
"40-0126","DONIPHAN-TRUMBULL PUBLIC SCHS","40-0126-001","DONIPHAN-TRUMBULL SECONDARY","07",27.00,26.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,28.00,26.00,54.00
"40-0126","DONIPHAN-TRUMBULL PUBLIC SCHS","40-0126-001","DONIPHAN-TRUMBULL SECONDARY","08",19.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,13.00,32.00
"40-0126","DONIPHAN-TRUMBULL PUBLIC SCHS","40-0126-001","DONIPHAN-TRUMBULL SECONDARY","09",25.00,19.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,25.00,21.00,46.00
"40-0126","DONIPHAN-TRUMBULL PUBLIC SCHS","40-0126-001","DONIPHAN-TRUMBULL SECONDARY","10",13.00,13.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,14.00,14.00,28.00
"40-0126","DONIPHAN-TRUMBULL PUBLIC SCHS","40-0126-001","DONIPHAN-TRUMBULL SECONDARY","11",29.00,21.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,21.00,51.00
"40-0126","DONIPHAN-TRUMBULL PUBLIC SCHS","40-0126-001","DONIPHAN-TRUMBULL SECONDARY","12",20.00,22.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,20.00,23.00,43.00
"40-0126","DONIPHAN-TRUMBULL PUBLIC SCHS","40-0126-002","DONIPHAN ELEMENTARY SCHOOL","K",20.00,18.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,20.00,19.00,39.00
"40-0126","DONIPHAN-TRUMBULL PUBLIC SCHS","40-0126-002","DONIPHAN ELEMENTARY SCHOOL","01",11.00,23.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,12.00,25.00,37.00
"40-0126","DONIPHAN-TRUMBULL PUBLIC SCHS","40-0126-002","DONIPHAN ELEMENTARY SCHOOL","02",10.00,16.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,10.00,17.00,27.00
"40-0126","DONIPHAN-TRUMBULL PUBLIC SCHS","40-0126-002","DONIPHAN ELEMENTARY SCHOOL","03",18.00,19.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,18.00,20.00,38.00
"40-0126","DONIPHAN-TRUMBULL PUBLIC SCHS","40-0126-002","DONIPHAN ELEMENTARY SCHOOL","04",15.00,14.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,16.00,15.00,31.00
"40-0126","DONIPHAN-TRUMBULL PUBLIC SCHS","40-0126-002","DONIPHAN ELEMENTARY SCHOOL","05",23.00,18.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,23.00,19.00,42.00
"40-0126","DONIPHAN-TRUMBULL PUBLIC SCHS","40-0126-002","DONIPHAN ELEMENTARY SCHOOL","06",21.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,17.00,38.00
"40-0126","DONIPHAN-TRUMBULL PUBLIC SCHS","40-0126-003","TRUMBULL ELEMENTARY SCHOOL","02",1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,4.00
"40-0126","DONIPHAN-TRUMBULL PUBLIC SCHS","40-0126-003","TRUMBULL ELEMENTARY SCHOOL","03",2.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,5.00,7.00
"40-0126","DONIPHAN-TRUMBULL PUBLIC SCHS","40-0126-003","TRUMBULL ELEMENTARY SCHOOL","04",0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00
"40-0126","DONIPHAN-TRUMBULL PUBLIC SCHS","40-0126-003","TRUMBULL ELEMENTARY SCHOOL","05",1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,4.00
"40-0126","DONIPHAN-TRUMBULL PUBLIC SCHS","40-0126-003","TRUMBULL ELEMENTARY SCHOOL","06",2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,5.00
"40-0501","DIST 501 - HALL COUNTY","40-0501-001","DIST 501 - HALL COUNTY","K",9.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,12.00,21.00
"40-0501","DIST 501 - HALL COUNTY","40-0501-001","DIST 501 - HALL COUNTY","01",6.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,12.00,18.00
"40-0501","DIST 501 - HALL COUNTY","40-0501-001","DIST 501 - HALL COUNTY","02",4.00,5.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,10.00
"40-0501","DIST 501 - HALL COUNTY","40-0501-001","DIST 501 - HALL COUNTY","03",12.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,8.00,20.00
"40-0501","DIST 501 - HALL COUNTY","40-0501-001","DIST 501 - HALL COUNTY","04",5.00,11.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,5.00,12.00,17.00
"40-0501","DIST 501 - HALL COUNTY","40-0501-001","DIST 501 - HALL COUNTY","05",6.00,16.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,7.00,16.00,23.00
"40-0501","DIST 501 - HALL COUNTY","40-0501-001","DIST 501 - HALL COUNTY","06",9.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,8.00,17.00
"40-0501","DIST 501 - HALL COUNTY","40-0501-001","DIST 501 - HALL COUNTY","07",9.00,8.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,9.00,9.00,18.00
"40-0501","DIST 501 - HALL COUNTY","40-0501-001","DIST 501 - HALL COUNTY","08",4.00,9.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,4.00,10.00,14.00
"40-0701","CENTRAL CATHOLIC SCHOOLS","40-0701-001","CENTRAL CATHOLIC HIGH SCHOOL","09",23.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,11.00,34.00
"40-0701","CENTRAL CATHOLIC SCHOOLS","40-0701-001","CENTRAL CATHOLIC HIGH SCHOOL","10",28.00,19.00,0.00,0.00,3.00,1.00,0.00,0.00,0.00,0.00,31.00,20.00,51.00
"40-0701","CENTRAL CATHOLIC SCHOOLS","40-0701-001","CENTRAL CATHOLIC HIGH SCHOOL","11",17.00,36.00,0.00,0.00,3.00,6.00,1.00,0.00,1.00,0.00,22.00,42.00,64.00
"40-0701","CENTRAL CATHOLIC SCHOOLS","40-0701-001","CENTRAL CATHOLIC HIGH SCHOOL","12",22.00,24.00,0.00,0.00,5.00,1.00,0.00,0.00,0.00,0.00,27.00,25.00,52.00
"40-0701","CENTRAL CATHOLIC SCHOOLS","40-0701-002","CENTRAL CATHOLIC MIDDLE SCHOOL","06",16.00,18.00,1.00,0.00,0.00,4.00,0.00,0.00,0.00,1.00,17.00,23.00,40.00
"40-0701","CENTRAL CATHOLIC SCHOOLS","40-0701-002","CENTRAL CATHOLIC MIDDLE SCHOOL","07",12.00,20.00,2.00,0.00,1.00,4.00,2.00,0.00,0.00,0.00,17.00,24.00,41.00
"40-0701","CENTRAL CATHOLIC SCHOOLS","40-0701-002","CENTRAL CATHOLIC MIDDLE SCHOOL","08",22.00,20.00,1.00,0.00,0.00,3.00,1.00,0.00,0.00,0.00,24.00,23.00,47.00
"40-0702","CHRIST LUTHERAN ELEM SCHOOL","40-0702-001","CHRIST LUTHERAN ELEM SCHOOL","PK",1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,4.00
"40-0702","CHRIST LUTHERAN ELEM SCHOOL","40-0702-001","CHRIST LUTHERAN ELEM SCHOOL","K",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
"40-0702","CHRIST LUTHERAN ELEM SCHOOL","40-0702-001","CHRIST LUTHERAN ELEM SCHOOL","01",0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00
"40-0702","CHRIST LUTHERAN ELEM SCHOOL","40-0702-001","CHRIST LUTHERAN ELEM SCHOOL","02",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00
"40-0702","CHRIST LUTHERAN ELEM SCHOOL","40-0702-001","CHRIST LUTHERAN ELEM SCHOOL","03",2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,3.00
"40-0702","CHRIST LUTHERAN ELEM SCHOOL","40-0702-001","CHRIST LUTHERAN ELEM SCHOOL","04",1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00
"40-0702","CHRIST LUTHERAN ELEM SCHOOL","40-0702-001","CHRIST LUTHERAN ELEM SCHOOL","05",2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,3.00
"40-0702","CHRIST LUTHERAN ELEM SCHOOL","40-0702-001","CHRIST LUTHERAN ELEM SCHOOL","06",1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00
"40-0702","CHRIST LUTHERAN ELEM SCHOOL","40-0702-001","CHRIST LUTHERAN ELEM SCHOOL","07",0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00
"40-0702","CHRIST LUTHERAN ELEM SCHOOL","40-0702-001","CHRIST LUTHERAN ELEM SCHOOL","08",1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00
"40-0703","GRAND ISLAND S D A ELEM SCH","40-0703-001","GRAND ISLAND S D A ELEM SCH","06",1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,3.00
"40-0703","GRAND ISLAND S D A ELEM SCH","40-0703-001","GRAND ISLAND S D A ELEM SCH","07",2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,3.00
"40-0703","GRAND ISLAND S D A ELEM SCH","40-0703-001","GRAND ISLAND S D A ELEM SCH","08",1.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,4.00
"40-0704","TRINITY LUTHERAN ELEM SCHOOL","40-0704-001","TRINITY LUTHERAN ELEM SCHOOL","PK",20.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,21.00,17.00,38.00
"40-0704","TRINITY LUTHERAN ELEM SCHOOL","40-0704-001","TRINITY LUTHERAN ELEM SCHOOL","K",6.00,8.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,6.00,11.00,17.00
"40-0704","TRINITY LUTHERAN ELEM SCHOOL","40-0704-001","TRINITY LUTHERAN ELEM SCHOOL","01",11.00,11.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,12.00,11.00,23.00
"40-0704","TRINITY LUTHERAN ELEM SCHOOL","40-0704-001","TRINITY LUTHERAN ELEM SCHOOL","02",10.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,11.00,13.00,24.00
"40-0704","TRINITY LUTHERAN ELEM SCHOOL","40-0704-001","TRINITY LUTHERAN ELEM SCHOOL","03",11.00,12.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,12.00,12.00,24.00
"40-0704","TRINITY LUTHERAN ELEM SCHOOL","40-0704-001","TRINITY LUTHERAN ELEM SCHOOL","04",10.00,11.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,10.00,13.00,23.00
"40-0704","TRINITY LUTHERAN ELEM SCHOOL","40-0704-001","TRINITY LUTHERAN ELEM SCHOOL","05",7.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,12.00,19.00
"40-0704","TRINITY LUTHERAN ELEM SCHOOL","40-0704-001","TRINITY LUTHERAN ELEM SCHOOL","06",5.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,6.00,8.00,14.00
"40-0704","TRINITY LUTHERAN ELEM SCHOOL","40-0704-001","TRINITY LUTHERAN ELEM SCHOOL","07",6.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,7.00,17.00,24.00
"40-0704","TRINITY LUTHERAN ELEM SCHOOL","40-0704-001","TRINITY LUTHERAN ELEM SCHOOL","08",10.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,7.00,17.00
"40-0705","PLATTE VALLEY ACADEMY SCHOOLS","40-0705-001","PLATTE VALLEY ACADEMY","09",5.00,6.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,7.00,8.00,15.00
"40-0705","PLATTE VALLEY ACADEMY SCHOOLS","40-0705-001","PLATTE VALLEY ACADEMY","10",9.00,2.00,0.00,0.00,3.00,4.00,0.00,0.00,0.00,2.00,12.00,8.00,20.00
"40-0705","PLATTE VALLEY ACADEMY SCHOOLS","40-0705-001","PLATTE VALLEY ACADEMY","11",3.00,9.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,2.00,8.00,11.00,19.00
"40-0705","PLATTE VALLEY ACADEMY SCHOOLS","40-0705-001","PLATTE VALLEY ACADEMY","12",4.00,2.00,1.00,0.00,1.00,3.00,0.00,0.00,0.00,1.00,6.00,6.00,12.00
"40-0705","PLATTE VALLEY ACADEMY SCHOOLS","40-0705-002","PLATTE VALLEY ELEMENTARY","03",0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
"40-0705","PLATTE VALLEY ACADEMY SCHOOLS","40-0705-002","PLATTE VALLEY ELEMENTARY","04",1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00
"40-0705","PLATTE VALLEY ACADEMY SCHOOLS","40-0705-002","PLATTE VALLEY ELEMENTARY","05",0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00
"40-0705","PLATTE VALLEY ACADEMY SCHOOLS","40-0705-002","PLATTE VALLEY ELEMENTARY","06",0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
"40-0707","NEW HOPE CHRISTIAN ELEM SCHOOL","40-0707-001","NEW HOPE CHRISTIAN ELEM SCHOOL","K",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
"40-0707","NEW HOPE CHRISTIAN ELEM SCHOOL","40-0707-001","NEW HOPE CHRISTIAN ELEM SCHOOL","01",2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,3.00
"40-0707","NEW HOPE CHRISTIAN ELEM SCHOOL","40-0707-001","NEW HOPE CHRISTIAN ELEM SCHOOL","02",2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,4.00
"40-0707","NEW HOPE CHRISTIAN ELEM SCHOOL","40-0707-001","NEW HOPE CHRISTIAN ELEM SCHOOL","03",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00
"40-0707","NEW HOPE CHRISTIAN ELEM SCHOOL","40-0707-001","NEW HOPE CHRISTIAN ELEM SCHOOL","04",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00
"40-0707","NEW HOPE CHRISTIAN ELEM SCHOOL","40-0707-001","NEW HOPE CHRISTIAN ELEM SCHOOL","05",0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,3.00
"40-0707","NEW HOPE CHRISTIAN ELEM SCHOOL","40-0707-001","NEW HOPE CHRISTIAN ELEM SCHOOL","06",2.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,5.00
"40-0707","NEW HOPE CHRISTIAN ELEM SCHOOL","40-0707-001","NEW HOPE CHRISTIAN ELEM SCHOOL","08",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
"40-0708","GRAND ISLAND CHRISTIAN SCHOOLS","40-0708-001","GRAND ISLAND CHRISTIAN ELEM","PK",7.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2.00,9.00
"40-0708","GRAND ISLAND CHRISTIAN SCHOOLS","40-0708-001","GRAND ISLAND CHRISTIAN ELEM","K",9.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,6.00,15.00
"40-0708","GRAND ISLAND CHRISTIAN SCHOOLS","40-0708-001","GRAND ISLAND CHRISTIAN ELEM","01",4.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,5.00,9.00
"40-0708","GRAND ISLAND CHRISTIAN SCHOOLS","40-0708-001","GRAND ISLAND CHRISTIAN ELEM","02",3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,4.00
"40-0708","GRAND ISLAND CHRISTIAN SCHOOLS","40-0708-001","GRAND ISLAND CHRISTIAN ELEM","03",2.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,3.00,2.00,5.00
"40-0708","GRAND ISLAND CHRISTIAN SCHOOLS","40-0708-001","GRAND ISLAND CHRISTIAN ELEM","04",2.00,3.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,4.00,3.00,7.00
"40-0708","GRAND ISLAND CHRISTIAN SCHOOLS","40-0708-001","GRAND ISLAND CHRISTIAN ELEM","05",2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,5.00
"40-0708","GRAND ISLAND CHRISTIAN SCHOOLS","40-0708-001","GRAND ISLAND CHRISTIAN ELEM","06",1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00
"40-0708","GRAND ISLAND CHRISTIAN SCHOOLS","40-0708-001","GRAND ISLAND CHRISTIAN ELEM","07",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
"40-0708","GRAND ISLAND CHRISTIAN SCHOOLS","40-0708-001","GRAND ISLAND CHRISTIAN ELEM","08",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
"40-0711","HEARTLAND LUTHERAN SCHOOL","40-0711-001","HEARTLAND LUTHERAN HIGH SCHOOL","09",7.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,4.00,11.00
"40-0711","HEARTLAND LUTHERAN SCHOOL","40-0711-001","HEARTLAND LUTHERAN HIGH SCHOOL","10",3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,5.00
"40-0711","HEARTLAND LUTHERAN SCHOOL","40-0711-001","HEARTLAND LUTHERAN HIGH SCHOOL","11",0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,8.00
"40-0711","HEARTLAND LUTHERAN SCHOOL","40-0711-001","HEARTLAND LUTHERAN HIGH SCHOOL","12",0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
"41-0002","GILTNER PUBLIC SCHOOLS","41-0002-001","GILTNER HIGH SCHOOL","07",4.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,10.00,14.00
"41-0002","GILTNER PUBLIC SCHOOLS","41-0002-001","GILTNER HIGH SCHOOL","08",8.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,9.00,6.00,15.00
"41-0002","GILTNER PUBLIC SCHOOLS","41-0002-001","GILTNER HIGH SCHOOL","09",11.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,11.00,7.00,18.00
"41-0002","GILTNER PUBLIC SCHOOLS","41-0002-001","GILTNER HIGH SCHOOL","10",7.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,6.00,13.00
"41-0002","GILTNER PUBLIC SCHOOLS","41-0002-001","GILTNER HIGH SCHOOL","11",11.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,14.00,25.00
"41-0002","GILTNER PUBLIC SCHOOLS","41-0002-001","GILTNER HIGH SCHOOL","12",10.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,6.00,16.00
"41-0002","GILTNER PUBLIC SCHOOLS","41-0002-002","GILTNER ELEMENTARY SCHOOL","K",7.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,5.00,12.00
"41-0002","GILTNER PUBLIC SCHOOLS","41-0002-002","GILTNER ELEMENTARY SCHOOL","01",8.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,4.00,12.00
"41-0002","GILTNER PUBLIC SCHOOLS","41-0002-002","GILTNER ELEMENTARY SCHOOL","02",8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,8.00,16.00
"41-0002","GILTNER PUBLIC SCHOOLS","41-0002-002","GILTNER ELEMENTARY SCHOOL","03",4.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.00,7.00,11.00
"41-0002","GILTNER PUBLIC SCHOOLS","41-0002-002","GILTNER ELEMENTARY SCHOOL","04",10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,20.00
"41-0002","GILTNER PUBLIC SCHOOLS","41-0002-002","GILTNER ELEMENTARY SCHOOL","05",10.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,11.00,21.00
"41-0002","GILTNER PUBLIC SCHOOLS","41-0002-002","GILTNER ELEMENTARY SCHOOL","06",12.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,8.00,20.00
"41-0091","HAMPTON PUBLIC SCHOOLS","41-0091-001","HAMPTON HIGH SCHOOL","07",7.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,9.00,16.00
"41-0091","HAMPTON PUBLIC SCHOOLS","41-0091-001","HAMPTON HIGH SCHOOL","08",4.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,6.00,10.00
"41-0091","HAMPTON PUBLIC SCHOOLS","41-0091-001","HAMPTON HIGH SCHOOL","09",7.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,5.00,12.00
