Type	School Year	County	District	School	Agency Name	Average Teacher Salary	Average Years of Teaching Experience	Masters Count	Percentage of Teachers with Master’s Degrees	Teacher FTE	AM_5	AS_5	BL_5	HI_5	WH_5	AM_7	AS_7	BL_7	HI_7	PI_7	WH_7	MU_7	DataAsOf	
SC	20122013	14	0008	002	HARTINGTON ELEMENTARY SCHOOL	51434	27.29	14	0.8235	14.00						0.00	0.00	0.00	0.00	0.00	14.00	0.00	07/05/2013	
DI	20082009	14	0045	000	RANDOLPH PUBLIC SCHOOLS	43168	18.75	9	0.3214	27.13	0.00	0.00	0.00	0.00	27.13								11/26/2012	
DI	20092010	14	0045	000	RANDOLPH PUBLIC SCHOOLS	44482	19.61	9	0.3214	27.00	0.00	0.00	0.00	0.00	27.00								11/26/2012	
DI	20102011	14	0045	000	RANDOLPH PUBLIC SCHOOLS	45717	20.54	9	0.3214	26.69						0.00	0.00	0.00	0.00	0.00	26.69	0.00	11/26/2012	
DI	20112012	14	0045	000	RANDOLPH PUBLIC SCHOOLS	45722	21.11	9	0.3333	25.97						0.00	0.00	0.00	0.00	0.00	25.97	0.00	11/26/2012	
DI	20122013	14	0045	000	RANDOLPH PUBLIC SCHOOLS	45568	19.04	8	0.2963	25.95						0.00	0.00	0.00	0.00	0.00	25.95	0.00	07/05/2013	
SC	20082009	14	0045	001	RANDOLPH HIGH SCHOOL	40754	15.83	7	0.3889	15.75	0.00	0.00	0.00	0.00	15.75								11/26/2012	
SC	20092010	14	0045	001	RANDOLPH HIGH SCHOOL	41693	16.29	8	0.4706	15.50	0.00	0.00	0.00	0.00	15.50								11/26/2012	
SC	20102011	14	0045	001	RANDOLPH HIGH SCHOOL	42840	17.18	8	0.4706	15.44						0.00	0.00	0.00	0.00	0.00	15.44	0.00	11/26/2012	
SC	20112012	14	0045	001	RANDOLPH HIGH SCHOOL	43512	18.18	8	0.4706	15.47						0.00	0.00	0.00	0.00	0.00	15.47	0.00	11/26/2012	
SC	20122013	14	0045	001	RANDOLPH HIGH SCHOOL	43044	16.18	7	0.4118	14.95						0.00	0.00	0.00	0.00	0.00	14.95	0.00	07/05/2013	
SC	20082009	14	0045	002	RANDOLPH ELEMENTARY SCHOOL	46738	23.33	3	0.2000	11.38	0.00	0.00	0.00	0.00	11.38								11/26/2012	
SC	20092010	14	0045	002	RANDOLPH ELEMENTARY SCHOOL	48304	24.33	2	0.1333	11.50	0.00	0.00	0.00	0.00	11.50								11/26/2012	
SC	20102011	14	0045	002	RANDOLPH ELEMENTARY SCHOOL	49572	26.43	1	0.0714	11.25						0.00	0.00	0.00	0.00	0.00	11.25	0.00	11/26/2012	
SC	20112012	14	0045	002	RANDOLPH ELEMENTARY SCHOOL	49301	25.86	2	0.1429	10.50						0.00	0.00	0.00	0.00	0.00	10.50	0.00	11/26/2012	
SC	20122013	14	0045	002	RANDOLPH ELEMENTARY SCHOOL	47971	21.86	2	0.1429	11.00						0.00	0.00	0.00	0.00	0.00	11.00	0.00	07/05/2013	
DI	20082009	14	0054	000	LAUREL-CONCORD PUBLIC SCHOOLS	41736	19.92	15	0.4167	30.13	0.00	0.00	0.00	0.00	30.13								11/26/2012	
DI	20092010	14	0054	000	LAUREL-CONCORD PUBLIC SCHOOLS	40677	15.42	12	0.3636	29.55	0.00	0.00	0.00	0.00	29.55								11/26/2012	
DI	20102011	14	0054	000	LAUREL-CONCORD PUBLIC SCHOOLS	-3	16.73	13	0.4333	17.08						0.00	0.00	0.00	0.00	0.00	17.08	0.00	11/26/2012	
DI	20112012	14	0054	000	LAUREL-CONCORD PUBLIC SCHOOLS	43625	17.60	14	0.4667	17.01						0.00	0.00	0.00	0.00	0.00	17.01	0.00	11/26/2012	
DI	20122013	14	0054	000	LAUREL-CONCORD PUBLIC SCHOOLS	44925	18.48	14	0.4828	16.89						0.00	0.00	0.00	0.00	0.00	16.89	0.00	07/05/2013	
SC	20082009	14	0054	001	LAUREL-CONCORD HIGH SCHOOL	39675	19.00	8	0.4444	12.59	0.00	0.00	0.00	0.00	12.59								11/26/2012	
SC	20092010	14	0054	001	LAUREL-CONCORD HIGH SCHOOL	37582	11.47	5	0.3333	12.26	0.00	0.00	0.00	0.00	12.26								11/26/2012	
SC	20102011	14	0054	001	LAUREL-CONCORD HIGH SCHOOL	-3	12.47	5	0.3333	7.03						0.00	0.00	0.00	0.00	0.00	7.03	0.00	11/26/2012	
SC	20112012	14	0054	001	LAUREL-CONCORD HIGH SCHOOL	41117	13.93	6	0.4286	6.93						0.00	0.00	0.00	0.00	0.00	6.93	0.00	11/26/2012	
SC	20122013	14	0054	001	LAUREL-CONCORD HIGH SCHOOL	43710	15.46	6	0.4615	6.74						0.00	0.00	0.00	0.00	0.00	6.74	0.00	07/05/2013	
SC	20082009	14	0054	002	LAUREL-CONCORD ELEMENTARY SCH	41311	19.71	6	0.3529	11.61	0.00	0.00	0.00	0.00	11.61								11/26/2012	
SC	20092010	14	0054	002	LAUREL-CONCORD ELEMENTARY SCH	42762	18.53	7	0.4118	12.70	0.00	0.00	0.00	0.00	12.70								11/26/2012	
SC	20102011	14	0054	002	LAUREL-CONCORD ELEMENTARY SCH	-3	19.75	8	0.5000	8.32						0.00	0.00	0.00	0.00	0.00	8.32	0.00	11/26/2012	
SC	20112012	14	0054	002	LAUREL-CONCORD ELEMENTARY SCH	45584	20.40	8	0.5333	8.28						0.00	0.00	0.00	0.00	0.00	8.28	0.00	11/26/2012	
SC	20122013	14	0054	002	LAUREL-CONCORD ELEMENTARY SCH	45879	20.47	8	0.5333	8.28						0.00	0.00	0.00	0.00	0.00	8.28	0.00	07/05/2013	
SC	20082009	14	0054	003	LAUREL-CONCORD MIDDLE SCHOOL	39962	16.06	7	0.4118	5.93	0.00	0.00	0.00	0.00	5.93								11/26/2012	
SC	20092010	14	0054	003	LAUREL-CONCORD MIDDLE SCHOOL	38396	13.73	5	0.3333	4.59	0.00	0.00	0.00	0.00	4.59								11/26/2012	
SC	20102011	14	0054	003	LAUREL-CONCORD MIDDLE SCHOOL	-3	20.33	2	0.6667	1.73						0.00	0.00	0.00	0.00	0.00	1.73	0.00	11/26/2012	
SC	20112012	14	0054	003	LAUREL-CONCORD MIDDLE SCHOOL	44202	21.33	1	0.3333	1.80						0.00	0.00	0.00	0.00	0.00	1.80	0.00	11/26/2012	
SC	20122013	14	0054	003	LAUREL-CONCORD MIDDLE SCHOOL	44925	19.50	2	0.5000	1.87						0.00	0.00	0.00	0.00	0.00	1.87	0.00	07/05/2013	
DI	20082009	14	0101	000	WYNOT PUBLIC SCHOOLS	-3	17.27	5	0.3333	12.94	0.00	0.00	0.00	0.00	12.94								11/26/2012	
DI	20092010	14	0101	000	WYNOT PUBLIC SCHOOLS	36963	18.40	5	0.3333	12.40	0.00	0.00	0.00	0.00	12.40								11/26/2012	
DI	20102011	14	0101	000	WYNOT PUBLIC SCHOOLS	37064	19.40	5	0.3333	11.81						0.00	0.00	0.00	0.00	0.00	11.81	0.00	11/26/2012	
DI	20112012	14	0101	000	WYNOT PUBLIC SCHOOLS	37841	19.19	6	0.3750	12.32						0.00	0.00	0.00	0.00	0.00	12.32	0.00	11/26/2012	
DI	20122013	14	0101	000	WYNOT PUBLIC SCHOOLS	40616	19.29	5	0.2941	12.94						0.00	0.00	0.00	0.00	0.00	12.94	0.00	07/05/2013	
SC	20082009	14	0101	001	WYNOT SECONDARY SCHOOL	-3	23.44	4	0.4444	4.43	0.00	0.00	0.00	0.00	4.43								11/26/2012	
SC	20092010	14	0101	001	WYNOT SECONDARY SCHOOL	40515	26.00	4	0.5714	3.91	0.00	0.00	0.00	0.00	3.91								11/26/2012	
SC	20102011	14	0101	001	WYNOT HIGH SCHOOL	39032	27.00	4	0.5714	3.44						0.00	0.00	0.00	0.00	0.00	3.44	0.00	11/26/2012	
SC	20112012	14	0101	001	WYNOT HIGH SCHOOL	41894	25.13	5	0.6250	3.95						0.00	0.00	0.00	0.00	0.00	3.95	0.00	11/26/2012	
SC	20122013	14	0101	001	WYNOT HIGH SCHOOL	41879	23.78	4	0.4444	4.22						0.00	0.00	0.00	0.00	0.00	4.22	0.00	07/05/2013	
SC	20082009	14	0101	002	WYNOT ELEMENTARY SCHOOL	-3	13.00	3	0.3333	5.11	0.00	0.00	0.00	0.00	5.11								11/26/2012	
SC	20092010	14	0101	002	WYNOT ELEMENTARY SCHOOL	34595	12.50	2	0.2500	4.37	0.00	0.00	0.00	0.00	4.37								11/26/2012	
SC	20102011	14	0101	002	WYNOT ELEMENTARY SCHOOL	36276	13.50	2	0.2500	4.21						0.00	0.00	0.00	0.00	0.00	4.21	0.00	11/26/2012	
SC	20112012	14	0101	002	WYNOT ELEMENTARY SCHOOL	37542	14.00	2	0.2500	4.71						0.00	0.00	0.00	0.00	0.00	4.71	0.00	11/26/2012	
SC	20122013	14	0101	002	WYNOT ELEMENTARY SCHOOL	39346	13.89	2	0.2222	4.95						0.00	0.00	0.00	0.00	0.00	4.95	0.00	07/05/2013	
SC	20082009	14	0101	003	WYNOT MIDDLE SCHOOL	-3	17.70	3	0.3000	3.40	0.00	0.00	0.00	0.00	3.40								11/26/2012	
SC	20092010	14	0101	003	WYNOT MIDDLE SCHOOL	36445	18.40	2	0.2000	4.12	0.00	0.00	0.00	0.00	4.12								11/26/2012	
SC	20102011	14	0101	003	WYNOT MIDDLE SCHOOL	37310	19.40	2	0.2000	4.16						0.00	0.00	0.00	0.00	0.00	4.16	0.00	11/26/2012	
SC	20112012	14	0101	003	WYNOT MIDDLE SCHOOL	37182	22.11	2	0.2222	3.66						0.00	0.00	0.00	0.00	0.00	3.66	0.00	11/26/2012	
SC	20122013	14	0101	003	WYNOT MIDDLE SCHOOL	41892	23.09	3	0.2727	3.77						0.00	0.00	0.00	0.00	0.00	3.77	0.00	07/05/2013	
DI	20082009	14	0541	000	COLERIDGE COMMUNITY SCHOOLS	39700	13.93	2	0.1333	11.43	0.00	0.00	0.00	1.00	10.43								11/26/2012	
DI	20092010	14	0541	000	COLERIDGE COMMUNITY SCHOOLS	40940	14.29	1	0.0714	10.35	0.00	0.00	0.00	1.00	9.35								11/26/2012	
DI	20102011	14	0541	000	COLERIDGE COMMUNITY SCHOOLS	-3	16.00	2	0.1250	5.51						0.00	0.00	0.00	0.26	0.00	5.25	0.00	11/26/2012	
DI	20112012	14	0541	000	COLERIDGE COMMUNITY SCHOOLS	41174	15.87	3	0.2000	5.65						0.00	0.00	0.00	0.40	0.00	5.25	0.00	11/26/2012	
DI	20122013	14	0541	000	COLERIDGE COMMUNITY SCHOOLS	41584	14.43	2	0.1429	5.31						0.00	0.00	0.00	0.20	0.00	5.11	0.00	07/05/2013	
SC	20082009	14	0541	001	COLERIDGE HIGH SCHOOL	39166	12.64	1	0.0909	5.58	0.00	0.00	0.00	0.80	4.78								11/26/2012	
SC	20092010	14	0541	001	COLERIDGE HIGH SCHOOL	39337	12.91	0	0.0000	5.28	0.00	0.00	0.00	0.80	4.48								11/26/2012	
SC	20102011	14	0541	001	COLERIDGE HIGH SCHOOL	-3	19.50	1	0.1667	1.08						0.00	0.00	0.00	0.00	0.00	1.08	0.00	11/26/2012	
SC	20112012	14	0541	001	COLERIDGE HIGH SCHOOL	41265	19.57	2	0.2857	1.38						0.00	0.00	0.00	0.00	0.00	1.38	0.00	11/26/2012	
SC	20122013	14	0541	001	COLERIDGE HIGH SCHOOL	42742	18.40	1	0.2000	1.30						0.00	0.00	0.00	0.00	0.00	1.30	0.00	07/05/2013	
SC	20082009	14	0541	002	COLERIDGE ELEMENTARY SCHOOL	39166	14.38	1	0.1250	1.71	0.00	0.00	0.00	0.00	1.71								11/26/2012	
SC	20092010	14	0541	002	COLERIDGE ELEMENTARY SCHOOL	45280	25.33	1	0.3333	0.95	0.00	0.00	0.00	0.00	0.95								11/26/2012	
SC	20102011	14	0541	002	COLERIDGE ELEMENTARY SCHOOL	-3	25.50	1	0.5000	0.83						0.00	0.00	0.00	0.00	0.00	0.83	0.00	11/26/2012	
SC	20112012	14	0541	002	COLERIDGE ELEMENTARY SCHOOL	46570	26.50	2	1.0000	0.83						0.00	0.00	0.00	0.00	0.00	0.83	0.00	11/26/2012	
SC	20122013	14	0541	002	COLERIDGE ELEMENTARY SCHOOL	48160	27.50	2	1.0000	0.73						0.00	0.00	0.00	0.00	0.00	0.73	0.00	07/05/2013	
SC	20082009	14	0541	003	COLERIDGE MIDDLE SCHOOL	39700	14.67	1	0.0833	4.14	0.00	0.00	0.00	0.20	3.94								11/26/2012	
SC	20092010	14	0541	003	COLERIDGE MIDDLE SCHOOL	40940	14.82	0	0.0000	4.12	0.00	0.00	0.00	0.20	3.92								11/26/2012	
SC	20102011	14	0541	003	COLERIDGE MIDDLE SCHOOL	-3	16.27	0	0.0000	3.60						0.00	0.00	0.00	0.26	0.00	3.34	0.00	11/26/2012	
SC	20112012	14	0541	003	COLERIDGE MIDDLE SCHOOL	41147	15.60	1	0.1000	3.44						0.00	0.00	0.00	0.40	0.00	3.04	0.00	11/26/2012	
SC	20122013	14	0541	003	COLERIDGE MIDDLE SCHOOL	41297	15.20	1	0.1000	3.28						0.00	0.00	0.00	0.20	0.00	3.08	0.00	07/05/2013	
DI	20082009	15	0010	000	CHASE COUNTY SCHOOLS	45969	20.72	22	0.4400	48.36	0.00	0.00	0.00	1.00	47.36								11/26/2012	
DI	20092010	15	0010	000	CHASE COUNTY SCHOOLS	46444	19.12	20	0.4082	47.86	0.00	0.00	0.00	1.00	46.86								11/26/2012	
DI	20102011	15	0010	000	CHASE COUNTY SCHOOLS	46935	18.90	20	0.4082	48.36						0.00	0.00	0.00	1.00	0.00	47.36	0.00	11/26/2012	
DI	20112012	15	0010	000	CHASE COUNTY SCHOOLS	47888	19.60	24	0.4800	48.50						0.00	0.00	0.00	1.00	0.00	47.50	0.00	11/26/2012	
DI	20122013	15	0010	000	CHASE COUNTY SCHOOLS	48686	20.20	22	0.4400	48.28						0.00	0.00	0.00	1.00	0.00	47.28	0.00	07/05/2013	
SC	20082009	15	0010	001	CHASE COUNTY HIGH SCHOOL	45895	20.50	14	0.4667	25.14	0.00	0.00	0.00	0.50	24.64								11/26/2012	
SC	20092010	15	0010	001	CHASE COUNTY HIGH SCHOOL	47244	18.65	13	0.5000	23.36	0.00	0.00	0.00	0.50	22.86								11/26/2012	
SC	20102011	15	0010	001	CHASE COUNTY HIGH SCHOOL	47334	18.85	13	0.4815	23.42						0.00	0.00	0.00	0.50	0.00	22.92	0.00	11/26/2012	
SC	20112012	15	0010	001	CHASE COUNTY HIGH SCHOOL	47623	19.38	13	0.5000	23.00						0.00	0.00	0.00	0.50	0.00	22.50	0.00	11/26/2012	
SC	20122013	15	0010	001	CHASE COUNTY HIGH SCHOOL	48591	19.96	12	0.4615	22.64						0.00	0.00	0.00	0.50	0.00	22.14	0.00	07/05/2013	
SC	20082009	15	0010	002	CHASE COUNTY ELEMENTARY SCHOOL	46500	21.81	11	0.4231	23.22	0.00	0.00	0.00	0.50	22.72								11/26/2012	
SC	20092010	15	0010	002	CHASE COUNTY ELEMENTARY SCHOOL	46170	19.43	10	0.3571	24.50	0.00	0.00	0.00	0.50	24.00								11/26/2012	
SC	20102011	15	0010	002	CHASE COUNTY ELEMENTARY SCHOOL	46974	18.96	10	0.3704	24.94						0.00	0.00	0.00	0.50	0.00	24.44	0.00	11/26/2012	
SC	20112012	15	0010	002	CHASE COUNTY ELEMENTARY SCHOOL	48038	19.76	13	0.4483	25.50						0.00	0.00	0.00	0.50	0.00	25.00	0.00	11/26/2012	
SC	20122013	15	0010	002	CHASE COUNTY ELEMENTARY SCHOOL	48709	20.00	12	0.4138	25.64						0.00	0.00	0.00	0.50	0.00	25.14	0.00	07/05/2013	
DI	20082009	15	0536	000	WAUNETA-PALISADE PUBLIC SCHS	37320	16.16	3	0.1200	23.75	0.00	0.00	0.00	0.00	23.75								11/26/2012	
DI	20092010	15	0536	000	WAUNETA-PALISADE PUBLIC SCHS	39744	17.21	4	0.1667	22.91	0.00	0.00	0.00	0.00	22.91								11/26/2012	
DI	20102011	15	0536	000	WAUNETA-PALISADE PUBLIC SCHS	38634	16.63	6	0.2500	22.81						0.00	0.00	0.00	0.00	0.00	22.81	0.00	11/26/2012	
DI	20112012	15	0536	000	WAUNETA-PALISADE PUBLIC SCHS	40876	14.64	6	0.2400	23.51						0.00	0.00	0.00	0.00	0.00	23.51	0.00	11/26/2012	
DI	20122013	15	0536	000	WAUNETA-PALISADE PUBLIC SCHS	42147	15.52	7	0.2800	23.05						0.00	0.00	0.00	0.00	0.00	23.05	0.00	07/05/2013	
SC	20082009	15	0536	001	WAUNETA-PALISADE HIGH SCHOOL	37456	15.86	3	0.2143	10.74	0.00	0.00	0.00	0.00	10.74								11/26/2012	
SC	20092010	15	0536	001	WAUNETA-PALISADE HIGH SCHOOL	38472	16.62	3	0.2308	9.46	0.00	0.00	0.00	0.00	9.46								11/26/2012	
SC	20102011	15	0536	001	WAUNETA-PALISADE HIGH SCHOOL	37983	15.77	5	0.3846	9.32						0.00	0.00	0.00	0.00	0.00	9.32	0.00	11/26/2012	
SC	20112012	15	0536	001	WAUNETA-PALISADE HIGH SCHOOL	38833	13.47	4	0.2667	9.74						0.00	0.00	0.00	0.00	0.00	9.74	0.00	11/26/2012	
SC	20122013	15	0536	001	WAUNETA-PALISADE HIGH SCHOOL	39688	14.46	4	0.3077	8.86						0.00	0.00	0.00	0.00	0.00	8.86	0.00	07/05/2013	
SC	20082009	15	0536	002	WAUNETA ATTENDANCE CENTER	35201	13.83	0	0.0000	4.13	0.00	0.00	0.00	0.00	4.13								11/26/2012	
SC	20092010	15	0536	002	WAUNETA ATTENDANCE CENTER	43452	13.67	1	0.1667	4.13	0.00	0.00	0.00	0.00	4.13								11/26/2012	
SC	20102011	15	0536	002	WAUNETA ATTENDANCE CENTER	38743	13.00	1	0.1667	4.13						0.00	0.00	0.00	0.00	0.00	4.13	0.00	11/26/2012	
SC	20112012	15	0536	002	WAUNETA ATTENDANCE CENTER	40455	11.29	1	0.1429	4.50						0.00	0.00	0.00	0.00	0.00	4.50	0.00	11/26/2012	
SC	20082009	15	0536	003	PALISADE ATTENDANCE CENTER	35159	20.17	0	0.0000	5.37	0.00	0.00	0.00	0.00	5.37								11/26/2012	
SC	20092010	15	0536	003	PALISADE ATTENDANCE CENTER	39621	20.90	1	0.1000	6.43	0.00	0.00	0.00	0.00	6.43								11/26/2012	
SC	20102011	15	0536	003	PALISADE ATTENDANCE CENTER	36761	19.70	1	0.1000	6.43						0.00	0.00	0.00	0.00	0.00	6.43	0.00	11/26/2012	
SC	20112012	15	0536	003	PALISADE ATTENDANCE CENTER	40148	14.00	1	0.1000	6.63						0.00	0.00	0.00	0.00	0.00	6.63	0.00	11/26/2012	
SC	20122013	15	0536	003	PALISADE ATTENDANCE CENTER	42614	13.64	2	0.1818	8.07						0.00	0.00	0.00	0.00	0.00	8.07	0.00	07/05/2013	
SC	20082009	15	0536	004	WAUNETA PALISADE JR HIGH	38719	16.75	3	0.2500	3.51	0.00	0.00	0.00	0.00	3.51								11/26/2012	
SC	20092010	15	0536	004	WAUNETA PALISADE JR HIGH	39984	17.46	4	0.3077	2.89	0.00	0.00	0.00	0.00	2.89								11/26/2012	
SC	20102011	15	0536	004	WAUNETA PALISADE JR HIGH	39558	16.54	6	0.4615	2.93						0.00	0.00	0.00	0.00	0.00	2.93	0.00	11/26/2012	
SC	20112012	15	0536	004	WAUNETA PALISADE JR HIGH	40418	16.27	4	0.3636	2.64						0.00	0.00	0.00	0.00	0.00	2.64	0.00	11/26/2012	
SC	20122013	15	0536	004	WAUNETA PALISADE MIDDLE SCHOOL	40634	16.44	5	0.3125	6.12						0.00	0.00	0.00	0.00	0.00	6.12	0.00	07/05/2013	
DI	20082009	16	0006	000	VALENTINE COMMUNITY SCHOOLS	43205	15.67	31	0.4493	68.10	0.00	0.00	0.00	0.00	68.10								11/26/2012	
DI	20092010	16	0006	000	VALENTINE COMMUNITY SCHOOLS	45125	17.03	40	0.5556	70.63	0.00	0.00	0.00	0.00	70.63								11/26/2012	
DI	20102011	16	0006	000	VALENTINE COMMUNITY SCHOOLS	45923	17.18	38	0.5588	66.30						0.00	0.00	0.00	0.00	0.00	63.30	3.00	11/26/2012	
DI	20112012	16	0006	000	VALENTINE COMMUNITY SCHOOLS	47114	17.57	36	0.5294	67.10						0.00	0.00	0.00	0.00	0.00	65.10	2.00	11/26/2012	
DI	20122013	16	0006	000	VALENTINE COMMUNITY SCHOOLS	47302	17.66	33	0.4853	66.91						0.00	0.00	0.00	0.00	0.00	64.91	2.00	07/05/2013	
SC	20082009	16	0006	001	VALENTINE HIGH SCHOOL	43695	17.95	8	0.3636	21.40	0.00	0.00	0.00	0.00	21.40								11/26/2012	
SC	20092010	16	0006	001	VALENTINE HIGH SCHOOL	44734	17.78	11	0.4783	21.30	0.00	0.00	0.00	0.00	21.30								11/26/2012	
SC	20102011	16	0006	001	VALENTINE HIGH SCHOOL	45323	18.05	11	0.5000	19.65						0.00	0.00	0.00	0.00	0.00	18.65	1.00	11/26/2012	
SC	20112012	16	0006	001	VALENTINE HIGH SCHOOL	47017	18.05	10	0.4545	20.00						0.00	0.00	0.00	0.00	0.00	19.00	1.00	11/26/2012	
SC	20122013	16	0006	001	VALENTINE HIGH SCHOOL	48387	19.45	10	0.4545	19.98						0.00	0.00	0.00	0.00	0.00	18.98	1.00	07/05/2013	
SC	20082009	16	0006	002	VALENTINE ELEMENTARY SCHOOL	44879	15.23	14	0.6364	21.50	0.00	0.00	0.00	0.00	21.50								11/26/2012	
SC	20092010	16	0006	002	VALENTINE ELEMENTARY SCHOOL	45908	15.96	16	0.6957	22.50	0.00	0.00	0.00	0.00	22.50								11/26/2012	
SC	20102011	16	0006	002	VALENTINE ELEMENTARY SCHOOL	47161	16.74	16	0.6957	22.25						0.00	0.00	0.00	0.00	0.00	22.25	0.00	11/26/2012	
SC	20112012	16	0006	002	VALENTINE ELEMENTARY SCHOOL	48323	17.50	16	0.6667	24.00						0.00	0.00	0.00	0.00	0.00	24.00	0.00	11/26/2012	
SC	20122013	16	0006	002	VALENTINE ELEMENTARY SCHOOL	47692	16.25	14	0.5833	24.00						0.00	0.00	0.00	0.00	0.00	24.00	0.00	07/05/2013	
SC	20082009	16	0006	003	VALENTINE MIDDLE SCHOOL	45175	18.73	5	0.4545	10.60	0.00	0.00	0.00	0.00	10.60								11/26/2012	
SC	20092010	16	0006	003	VALENTINE MIDDLE SCHOOL	46160	17.75	9	0.5625	13.47	0.00	0.00	0.00	0.00	13.47								11/26/2012	
SC	20102011	16	0006	003	VALENTINE MIDDLE SCHOOL	46508	18.13	9	0.5625	13.03						0.00	0.00	0.00	0.00	0.00	12.03	1.00	11/26/2012	
SC	20112012	16	0006	003	VALENTINE MIDDLE SCHOOL	47382	18.56	8	0.5000	13.50						0.00	0.00	0.00	0.00	0.00	12.50	1.00	11/26/2012	
SC	20122013	16	0006	003	VALENTINE MIDDLE SCHOOL	47806	19.56	8	0.5000	13.00						0.00	0.00	0.00	0.00	0.00	12.00	1.00	07/05/2013	
SC	20082009	16	0006	004	KEWANEE SCHOOL	30253	1.00	0	0.0000	1.00	0.00	0.00	0.00	0.00	1.00								11/26/2012	
SC	20092010	16	0006	004	KEWANEE SCHOOL	45276	10.00	1	1.0000	1.00	0.00	0.00	0.00	0.00	1.00								11/26/2012	
SC	20102011	16	0006	004	KEWANEE SCHOOL	49006	11.00	1	1.0000	1.00						0.00	0.00	0.00	0.00	0.00	1.00	0.00	11/26/2012	
SC	20082009	16	0006	005	SIMEON EAST SCHOOL	34161	8.50	0	0.0000	2.00	0.00	0.00	0.00	0.00	2.00								11/26/2012	
SC	20092010	16	0006	005	SIMEON EAST SCHOOL	44406	16.00	1	0.3333	2.09	0.00	0.00	0.00	0.00	2.09								11/26/2012	
SC	20102011	16	0006	005	SIMEON EAST SCHOOL	44947	23.33	1	0.3333	2.10						0.00	0.00	0.00	0.00	0.00	1.10	1.00	11/26/2012	
SC	20112012	16	0006	005	SIMEON EAST SCHOOL	42782	14.00	0	0.0000	2.00						0.00	0.00	0.00	0.00	0.00	2.00	0.00	11/26/2012	
SC	20122013	16	0006	005	SIMEON EAST SCHOOL	43467	15.00	0	0.0000	2.00						0.00	0.00	0.00	0.00	0.00	2.00	0.00	07/05/2013	
SC	20082009	16	0006	006	SIMEON WEST SCHOOL	45886	12.00	1	1.0000	1.00	0.00	0.00	0.00	0.00	1.00								11/26/2012	
SC	20092010	16	0006	006	SIMEON WEST SCHOOL	45276	13.00	1	1.0000	1.00	0.00	0.00	0.00	0.00	1.00								11/26/2012	
SC	20102011	16	0006	006	SIMEON WEST SCHOOL	47653	14.00	1	1.0000	1.00						0.00	0.00	0.00	0.00	0.00	1.00	0.00	11/26/2012	
SC	20112012	16	0006	006	SIMEON WEST SCHOOL	49634	15.00	1	1.0000	1.00						0.00	0.00	0.00	0.00	0.00	1.00	0.00	11/26/2012	
SC	20122013	16	0006	006	SIMEON WEST SCHOOL	33191	3.00	0	0.0000	1.00						0.00	0.00	0.00	0.00	0.00	1.00	0.00	07/05/2013	
SC	20082009	16	0006	007	WOOD LAKE SCHOOL	39372	14.00	1	0.5000	2.00	0.00	0.00	0.00	0.00	2.00								11/26/2012	
SC	20092010	16	0006	007	WOOD LAKE SCHOOL	41968	15.00	1	0.5000	2.00	0.00	0.00	0.00	0.00	2.00								11/26/2012	
SC	20102011	16	0006	007	WOOD LAKE SCHOOL	43594	16.00	1	0.5000	2.00						0.00	0.00	0.00	0.00	0.00	2.00	0.00	11/26/2012	
SC	20112012	16	0006	007	WOOD LAKE SCHOOL	49634	17.00	1	0.5000	2.00						0.00	0.00	0.00	0.00	0.00	2.00	0.00	11/26/2012	
SC	20122013	16	0006	007	WOOD LAKE SCHOOL	48263	20.50	1	0.5000	2.00						0.00	0.00	0.00	0.00	0.00	2.00	0.00	07/05/2013	
SC	20082009	16	0006	009	GERMAN SETTLEMENT SCHOOL	34161	5.00	0	0.0000	1.00	0.00	0.00	0.00	0.00	1.00								11/26/2012	
SC	20092010	16	0006	009	GERMAN SETTLEMENT SCHOOL	33369	3.00	0	0.0000	1.00	0.00	0.00	0.00	0.00	1.00								11/26/2012	
SC	20102011	16	0006	009	GERMAN SETTLEMENT SCHOOL	36830	4.00	0	0.0000	1.00						0.00	0.00	0.00	0.00	0.00	1.00	0.00	11/26/2012	
SC	20112012	16	0006	009	GERMAN SETTLEMENT SCHOOL	46893	20.00	0	0.0000	1.00						0.00	0.00	0.00	0.00	0.00	1.00	0.00	11/26/2012	
SC	20122013	16	0006	009	GERMAN SETTLEMENT SCHOOL	49634	21.00	0	0.0000	1.00						0.00	0.00	0.00	0.00	0.00	1.00	0.00	07/05/2013	
SC	20082009	16	0006	012	TAYLOR LAKE SCHOOL	30253	2.00	0	0.0000	1.00	0.00	0.00	0.00	0.00	1.00								11/26/2012	
SC	20092010	16	0006	012	TAYLOR LAKE SCHOOL	47934	20.33	2	0.6667	2.13	0.00	0.00	0.00	0.00	2.13								11/26/2012	
SC	20082009	16	0006	014	GOOSE CREEK SCHOOL	45451	17.00	1	0.3333	2.60	0.00	0.00	0.00	0.00	2.60								11/26/2012	
SC	20092010	16	0006	014	GOOSE CREEK SCHOOL	51021	24.33	2	0.6667	2.07	0.00	0.00	0.00	0.00	2.07								11/26/2012	
SC	20102011	16	0006	014	GOOSE CREEK SCHOOL	49006	25.33	2	0.6667	2.12						0.00	0.00	0.00	0.00	0.00	2.12	0.00	11/26/2012	
SC	20112012	16	0006	014	GOOSE CREEK SCHOOL	-3	24.00	1	0.5000	1.60						0.00	0.00	0.00	0.00	0.00	1.60	0.00	11/26/2012	
